;fecha;CCAA;total_hospitalizados;Localizacion
1160;2020-03-24;Galicia;338,0;Galicia, Spain
1161;2020-03-25;Galicia;412,0;Galicia, Spain
1162;2020-03-26;Galicia;503,0;Galicia, Spain
1163;2020-03-27;Galicia;557,0;Galicia, Spain
1164;2020-03-28;Galicia;906,0;Galicia, Spain
1165;2020-03-29;Galicia;1043,0;Galicia, Spain
1166;2020-03-30;Galicia;1147,0;Galicia, Spain
1167;2020-03-31;Galicia;1250,0;Galicia, Spain
1168;2020-04-01;Galicia;1338,0;Galicia, Spain
1169;2020-04-02;Galicia;1447,0;Galicia, Spain
1170;2020-04-03;Galicia;1630,0;Galicia, Spain
1171;2020-04-04;Galicia;1767,0;Galicia, Spain
1172;2020-04-05;Galicia;1831,0;Galicia, Spain
1173;2020-04-06;Galicia;1916,0;Galicia, Spain
1174;2020-04-07;Galicia;1968,0;Galicia, Spain
1175;2020-04-08;Galicia;2014,0;Galicia, Spain
1176;2020-04-09;Galicia;2094,0;Galicia, Spain
1177;2020-04-10;Galicia;2165,0;Galicia, Spain
1178;2020-04-11;Galicia;2215,0;Galicia, Spain
1179;2020-04-12;Galicia;2306,0;Galicia, Spain
1180;2020-04-13;Galicia;2344,0;Galicia, Spain
1181;2020-04-14;Galicia;2403,0;Galicia, Spain
1182;2020-04-15;Galicia;2471,0;Galicia, Spain
1183;2020-04-16;Galicia;2494,0;Galicia, Spain
1184;2020-04-17;Galicia;2535,0;Galicia, Spain
1185;2020-04-18;Galicia;2554,0;Galicia, Spain
1186;2020-04-19;Galicia;2590,0;Galicia, Spain
1187;2020-04-20;Galicia;2609,0;Galicia, Spain
1188;2020-04-21;Galicia;2652,0;Galicia, Spain
1189;2020-04-22;Galicia;2674,0;Galicia, Spain
1190;2020-04-23;Galicia;2694,0;Galicia, Spain
1191;2020-04-24;Galicia;2707,0;Galicia, Spain
1192;2020-04-25;Galicia;2717,0;Galicia, Spain
1193;2020-04-26;Galicia;2724,0;Galicia, Spain
1194;2020-04-27;Galicia;2728,0;Galicia, Spain
1195;2020-04-28;Galicia;2734,0;Galicia, Spain
1196;2020-04-29;Galicia;2736,0;Galicia, Spain
1197;2020-04-30;Galicia;2747,0;Galicia, Spain
1198;2020-05-01;Galicia;2759,0;Galicia, Spain
1199;2020-05-02;Galicia;2769,0;Galicia, Spain
1200;2020-05-03;Galicia;2774,0;Galicia, Spain
1201;2020-05-04;Galicia;2782,0;Galicia, Spain
1202;2020-05-05;Galicia;2792,0;Galicia, Spain
1203;2020-05-06;Galicia;2811,0;Galicia, Spain
1204;2020-05-07;Galicia;2833,0;Galicia, Spain
1205;2020-05-08;Galicia;2852,0;Galicia, Spain
1206;2020-05-09;Galicia;2876,0;Galicia, Spain
1207;2020-05-10;Galicia;2886,0;Galicia, Spain
1208;2020-05-11;Galicia;2902,0;Galicia, Spain
1209;2020-05-12;Galicia;2905,0;Galicia, Spain
1210;2020-05-13;Galicia;2909,0;Galicia, Spain
1211;2020-05-14;Galicia;2915,0;Galicia, Spain
1212;2020-05-15;Galicia;2921,0;Galicia, Spain
1213;2020-05-16;Galicia;2923,0;Galicia, Spain
1214;2020-05-17;Galicia;2926,0;Galicia, Spain
1215;2020-05-18;Galicia;2934,0;Galicia, Spain
1216;2020-05-19;Galicia;2935,0;Galicia, Spain
1217;2020-05-20;Galicia;2939,0;Galicia, Spain
1218;2020-05-21;Galicia;2943,0;Galicia, Spain
1219;2020-05-22;Galicia;2947,0;Galicia, Spain
1220;2020-05-23;Galicia;2952,0;Galicia, Spain
1221;2020-05-24;Galicia;2953,0;Galicia, Spain
1222;2020-02-21;Madrid;;Madrid, Spain
1223;2020-02-22;Madrid;;Madrid, Spain
1224;2020-02-23;Madrid;;Madrid, Spain
1225;2020-02-24;Madrid;;Madrid, Spain
1226;2020-02-25;Madrid;;Madrid, Spain
1227;2020-02-26;Madrid;;Madrid, Spain
1228;2020-02-27;Madrid;;Madrid, Spain
1229;2020-02-28;Madrid;;Madrid, Spain
1230;2020-02-29;Madrid;;Madrid, Spain
1231;2020-03-01;Madrid;;Madrid, Spain
1232;2020-03-02;Madrid;;Madrid, Spain
1233;2020-03-03;Madrid;;Madrid, Spain
1234;2020-03-04;Madrid;;Madrid, Spain
1235;2020-03-05;Madrid;;Madrid, Spain
1236;2020-03-06;Madrid;;Madrid, Spain
1237;2020-03-07;Madrid;;Madrid, Spain
1238;2020-03-08;Madrid;;Madrid, Spain
1239;2020-03-09;Madrid;;Madrid, Spain
1240;2020-03-10;Madrid;;Madrid, Spain
1241;2020-03-11;Madrid;571,0;Madrid, Spain
1242;2020-03-12;Madrid;868,0;Madrid, Spain
1243;2020-03-13;Madrid;1290,0;Madrid, Spain
1244;2020-03-14;Madrid;1699,0;Madrid, Spain
1245;2020-03-15;Madrid;2207,0;Madrid, Spain
1246;2020-03-16;Madrid;2747,0;Madrid, Spain
1247;2020-03-17;Madrid;3314,0;Madrid, Spain
1248;2020-03-18;Madrid;3934,0;Madrid, Spain
1249;2020-03-19;Madrid;4874,0;Madrid, Spain
1250;2020-03-20;Madrid;6189,0;Madrid, Spain
1251;2020-03-21;Madrid;7535,0;Madrid, Spain
1252;2020-03-22;Madrid;9063,0;Madrid, Spain
1253;2020-03-23;Madrid;10771,0;Madrid, Spain
1254;2020-03-24;Madrid;12053,0;Madrid, Spain
1255;2020-03-25;Madrid;13297,0;Madrid, Spain
1256;2020-03-26;Madrid;15024,0;Madrid, Spain
1257;2020-03-27;Madrid;17093,0;Madrid, Spain
1258;2020-03-28;Madrid;19098,0;Madrid, Spain
1259;2020-03-29;Madrid;21311,0;Madrid, Spain
1260;2020-03-30;Madrid;23125,0;Madrid, Spain
1261;2020-03-31;Madrid;23913,0;Madrid, Spain
1262;2020-04-01;Madrid;24553,0;Madrid, Spain
1263;2020-04-02;Madrid;26112,0;Madrid, Spain
1264;2020-04-03;Madrid;27325,0;Madrid, Spain
1265;2020-04-04;Madrid;28420,0;Madrid, Spain
1266;2020-04-05;Madrid;29542,0;Madrid, Spain
1267;2020-04-06;Madrid;30490,0;Madrid, Spain
1268;2020-04-07;Madrid;31109,0;Madrid, Spain
1269;2020-04-08;Madrid;31554,0;Madrid, Spain
1270;2020-04-09;Madrid;32487,0;Madrid, Spain
1271;2020-04-10;Madrid;33278,0;Madrid, Spain
1272;2020-04-11;Madrid;33986,0;Madrid, Spain
1273;2020-04-12;Madrid;34545,0;Madrid, Spain
1274;2020-04-13;Madrid;35053,0;Madrid, Spain
1275;2020-04-14;Madrid;35400,0;Madrid, Spain
1276;2020-04-15;Madrid;35688,0;Madrid, Spain
1277;2020-04-16;Madrid;36251,0;Madrid, Spain
1278;2020-04-17;Madrid;36851,0;Madrid, Spain
1279;2020-04-18;Madrid;37248,0;Madrid, Spain
1280;2020-04-19;Madrid;37626,0;Madrid, Spain
1281;2020-04-20;Madrid;37970,0;Madrid, Spain
1282;2020-04-21;Madrid;38161,0;Madrid, Spain
1283;2020-04-22;Madrid;38328,0;Madrid, Spain
1284;2020-04-23;Madrid;38620,0;Madrid, Spain
1285;2020-04-24;Madrid;38837,0;Madrid, Spain
1286;2020-04-25;Madrid;39064,0;Madrid, Spain
1287;2020-04-26;Madrid;39217,0;Madrid, Spain
1288;2020-04-27;Madrid;39350,0;Madrid, Spain
1289;2020-04-28;Madrid;39423,0;Madrid, Spain
1290;2020-04-29;Madrid;39850,0;Madrid, Spain
1291;2020-04-30;Madrid;40076,0;Madrid, Spain
1292;2020-05-01;Madrid;40293,0;Madrid, Spain
1293;2020-05-02;Madrid;40457,0;Madrid, Spain
1294;2020-05-03;Madrid;40597,0;Madrid, Spain
1295;2020-05-04;Madrid;40741,0;Madrid, Spain
1296;2020-05-05;Madrid;40851,0;Madrid, Spain
1297;2020-05-06;Madrid;41031,0;Madrid, Spain
1298;2020-05-07;Madrid;41159,0;Madrid, Spain
1299;2020-05-08;Madrid;41304,0;Madrid, Spain
1300;2020-05-09;Madrid;41436,0;Madrid, Spain
1301;2020-05-10;Madrid;41559,0;Madrid, Spain
1302;2020-05-11;Madrid;41650,0;Madrid, Spain
1303;2020-05-12;Madrid;41735,0;Madrid, Spain
1304;2020-05-13;Madrid;41856,0;Madrid, Spain
1305;2020-05-14;Madrid;41962,0;Madrid, Spain
1306;2020-05-15;Madrid;42057,0;Madrid, Spain
1307;2020-05-16;Madrid;42157,0;Madrid, Spain
1308;2020-05-17;Madrid;42227,0;Madrid, Spain
1309;2020-05-18;Madrid;42283,0;Madrid, Spain
1310;2020-05-19;Madrid;42350,0;Madrid, Spain
1311;2020-05-20;Madrid;42422,0;Madrid, Spain
1312;2020-05-21;Madrid;42497,0;Madrid, Spain
1313;2020-05-22;Madrid;42573,0;Madrid, Spain
1314;2020-05-23;Madrid;42632,0;Madrid, Spain
1315;2020-05-24;Madrid;42692,0;Madrid, Spain
1316;2020-02-21;Melilla;;Melilla, Spain
1317;2020-02-22;Melilla;;Melilla, Spain
1318;2020-02-23;Melilla;;Melilla, Spain
1319;2020-02-24;Melilla;;Melilla, Spain
1320;2020-02-25;Melilla;;Melilla, Spain
1321;2020-02-26;Melilla;;Melilla, Spain
1322;2020-02-27;Melilla;;Melilla, Spain
1323;2020-02-28;Melilla;;Melilla, Spain
1324;2020-02-29;Melilla;;Melilla, Spain
1325;2020-03-01;Melilla;;Melilla, Spain
1326;2020-03-02;Melilla;;Melilla, Spain
1327;2020-03-03;Melilla;;Melilla, Spain
1328;2020-03-04;Melilla;;Melilla, Spain
1329;2020-03-05;Melilla;;Melilla, Spain
1330;2020-03-06;Melilla;;Melilla, Spain
1331;2020-03-07;Melilla;;Melilla, Spain
1332;2020-03-08;Melilla;;Melilla, Spain
1333;2020-03-09;Melilla;;Melilla, Spain
1334;2020-03-10;Melilla;;Melilla, Spain
1335;2020-03-11;Melilla;0,0;Melilla, Spain
1336;2020-03-12;Melilla;0,0;Melilla, Spain
1337;2020-03-13;Melilla;3,0;Melilla, Spain
1338;2020-03-14;Melilla;3,0;Melilla, Spain
1339;2020-03-15;Melilla;4,0;Melilla, Spain
1340;2020-03-16;Melilla;4,0;Melilla, Spain
1341;2020-03-17;Melilla;4,0;Melilla, Spain
1342;2020-03-18;Melilla;4,0;Melilla, Spain
1343;2020-03-19;Melilla;4,0;Melilla, Spain
1344;2020-03-20;Melilla;5,0;Melilla, Spain
1345;2020-03-21;Melilla;8,0;Melilla, Spain
1346;2020-03-22;Melilla;12,0;Melilla, Spain
1347;2020-03-23;Melilla;12,0;Melilla, Spain
1348;2020-03-24;Melilla;12,0;Melilla, Spain
1349;2020-03-25;Melilla;14,0;Melilla, Spain
1350;2020-03-26;Melilla;16,0;Melilla, Spain
1351;2020-03-27;Melilla;18,0;Melilla, Spain
1352;2020-03-28;Melilla;22,0;Melilla, Spain
1353;2020-03-29;Melilla;24,0;Melilla, Spain
1354;2020-03-30;Melilla;27,0;Melilla, Spain
1355;2020-03-31;Melilla;27,0;Melilla, Spain
1356;2020-04-01;Melilla;32,0;Melilla, Spain
1357;2020-04-02;Melilla;32,0;Melilla, Spain
1358;2020-04-03;Melilla;34,0;Melilla, Spain
1359;2020-04-04;Melilla;37,0;Melilla, Spain
1360;2020-04-05;Melilla;38,0;Melilla, Spain
1361;2020-04-06;Melilla;38,0;Melilla, Spain
1362;2020-04-07;Melilla;40,0;Melilla, Spain
1363;2020-04-08;Melilla;40,0;Melilla, Spain
1364;2020-04-09;Melilla;40,0;Melilla, Spain
1365;2020-04-10;Melilla;41,0;Melilla, Spain
1366;2020-04-11;Melilla;43,0;Melilla, Spain
1367;2020-04-12;Melilla;43,0;Melilla, Spain
1368;2020-04-13;Melilla;43,0;Melilla, Spain
1369;2020-04-14;Melilla;43,0;Melilla, Spain
1370;2020-04-15;Melilla;43,0;Melilla, Spain
1371;2020-04-16;Melilla;43,0;Melilla, Spain
1372;2020-04-17;Melilla;44,0;Melilla, Spain
1373;2020-04-18;Melilla;44,0;Melilla, Spain
1374;2020-04-19;Melilla;44,0;Melilla, Spain
1375;2020-04-20;Melilla;44,0;Melilla, Spain
1376;2020-04-21;Melilla;44,0;Melilla, Spain
1377;2020-04-22;Melilla;44,0;Melilla, Spain
1378;2020-04-23;Melilla;44,0;Melilla, Spain
1379;2020-04-24;Melilla;44,0;Melilla, Spain
1380;2020-04-25;Melilla;44,0;Melilla, Spain
1381;2020-04-26;Melilla;44,0;Melilla, Spain
1382;2020-04-27;Melilla;44,0;Melilla, Spain
1383;2020-04-28;Melilla;44,0;Melilla, Spain
1384;2020-04-29;Melilla;44,0;Melilla, Spain
1385;2020-04-30;Melilla;44,0;Melilla, Spain
1386;2020-05-01;Melilla;44,0;Melilla, Spain
1387;2020-05-02;Melilla;44,0;Melilla, Spain
1388;2020-05-03;Melilla;44,0;Melilla, Spain
1389;2020-05-04;Melilla;44,0;Melilla, Spain
1390;2020-05-05;Melilla;44,0;Melilla, Spain
1391;2020-05-06;Melilla;44,0;Melilla, Spain
1392;2020-05-07;Melilla;44,0;Melilla, Spain
1393;2020-05-08;Melilla;44,0;Melilla, Spain
1394;2020-05-09;Melilla;44,0;Melilla, Spain
1395;2020-05-10;Melilla;44,0;Melilla, Spain
1396;2020-05-11;Melilla;44,0;Melilla, Spain
1397;2020-05-12;Melilla;44,0;Melilla, Spain
1398;2020-05-13;Melilla;44,0;Melilla, Spain
1399;2020-05-14;Melilla;44,0;Melilla, Spain
1400;2020-05-15;Melilla;44,0;Melilla, Spain
1401;2020-05-16;Melilla;44,0;Melilla, Spain
1402;2020-05-17;Melilla;44,0;Melilla, Spain
1403;2020-05-18;Melilla;44,0;Melilla, Spain
1404;2020-05-19;Melilla;44,0;Melilla, Spain
1405;2020-05-20;Melilla;44,0;Melilla, Spain
1406;2020-05-21;Melilla;44,0;Melilla, Spain
1407;2020-05-22;Melilla;44,0;Melilla, Spain
1408;2020-05-23;Melilla;44,0;Melilla, Spain
1409;2020-05-24;Melilla;44,0;Melilla, Spain
1410;2020-02-21;Murcia;;Murcia, Spain
1411;2020-02-22;Murcia;;Murcia, Spain
1412;2020-02-23;Murcia;;Murcia, Spain
1413;2020-02-24;Murcia;;Murcia, Spain
1414;2020-02-25;Murcia;;Murcia, Spain
1415;2020-02-26;Murcia;;Murcia, Spain
1416;2020-02-27;Murcia;;Murcia, Spain
1417;2020-02-28;Murcia;;Murcia, Spain
1418;2020-02-29;Murcia;;Murcia, Spain
1419;2020-03-01;Murcia;;Murcia, Spain
1420;2020-03-02;Murcia;;Murcia, Spain
1421;2020-03-03;Murcia;;Murcia, Spain
1422;2020-03-04;Murcia;;Murcia, Spain
1423;2020-03-05;Murcia;;Murcia, Spain
1424;2020-03-06;Murcia;;Murcia, Spain
1425;2020-03-07;Murcia;;Murcia, Spain
1426;2020-03-08;Murcia;;Murcia, Spain
1427;2020-03-09;Murcia;;Murcia, Spain
1428;2020-03-10;Murcia;;Murcia, Spain
1429;2020-03-11;Murcia;5,0;Murcia, Spain
1430;2020-03-12;Murcia;5,0;Murcia, Spain
1431;2020-03-13;Murcia;8,0;Murcia, Spain
1432;2020-03-14;Murcia;8,0;Murcia, Spain
1433;2020-03-15;Murcia;13,0;Murcia, Spain
1434;2020-03-16;Murcia;13,0;Murcia, Spain
1435;2020-03-17;Murcia;18,0;Murcia, Spain
1436;2020-03-18;Murcia;22,0;Murcia, Spain
1437;2020-03-19;Murcia;36,0;Murcia, Spain
1438;2020-03-20;Murcia;47,0;Murcia, Spain
1439;2020-03-21;Murcia;61,0;Murcia, Spain
1440;2020-03-22;Murcia;78,0;Murcia, Spain
1441;2020-03-23;Murcia;80,0;Murcia, Spain
1442;2020-03-24;Murcia;99,0;Murcia, Spain
1443;2020-03-25;Murcia;127,0;Murcia, Spain
1444;2020-03-26;Murcia;172,0;Murcia, Spain
1445;2020-03-27;Murcia;209,0;Murcia, Spain
1446;2020-03-28;Murcia;231,0;Murcia, Spain
1447;2020-03-29;Murcia;260,0;Murcia, Spain
1448;2020-03-30;Murcia;265,0;Murcia, Spain
1449;2020-03-31;Murcia;283,0;Murcia, Spain
1450;2020-04-01;Murcia;304,0;Murcia, Spain
1451;2020-04-02;Murcia;389,0;Murcia, Spain
1452;2020-04-03;Murcia;405,0;Murcia, Spain
1453;2020-04-04;Murcia;434,0;Murcia, Spain
1454;2020-04-05;Murcia;447,0;Murcia, Spain
1455;2020-04-06;Murcia;468,0;Murcia, Spain
1456;2020-04-07;Murcia;500,0;Murcia, Spain
1457;2020-04-08;Murcia;515,0;Murcia, Spain
1458;2020-04-09;Murcia;533,0;Murcia, Spain
1459;2020-04-10;Murcia;533,0;Murcia, Spain
1460;2020-04-11;Murcia;533,0;Murcia, Spain
1461;2020-04-12;Murcia;537,0;Murcia, Spain
1462;2020-04-13;Murcia;543,0;Murcia, Spain
1463;2020-04-14;Murcia;566,0;Murcia, Spain
1464;2020-04-15;Murcia;574,0;Murcia, Spain
1465;2020-04-16;Murcia;575,0;Murcia, Spain
1466;2020-04-17;Murcia;585,0;Murcia, Spain
1467;2020-04-18;Murcia;611,0;Murcia, Spain
1468;2020-04-19;Murcia;612,0;Murcia, Spain
1469;2020-04-20;Murcia;612,0;Murcia, Spain
1470;2020-04-21;Murcia;614,0;Murcia, Spain
1471;2020-04-22;Murcia;622,0;Murcia, Spain
1472;2020-04-23;Murcia;624,0;Murcia, Spain
1473;2020-04-24;Murcia;625,0;Murcia, Spain
1474;2020-04-25;Murcia;625,0;Murcia, Spain
1475;2020-04-26;Murcia;627,0;Murcia, Spain
1476;2020-04-27;Murcia;627,0;Murcia, Spain
1477;2020-04-28;Murcia;629,0;Murcia, Spain
1478;2020-04-29;Murcia;635,0;Murcia, Spain
1479;2020-04-30;Murcia;637,0;Murcia, Spain
1480;2020-05-01;Murcia;638,0;Murcia, Spain
1481;2020-05-02;Murcia;639,0;Murcia, Spain
1482;2020-05-03;Murcia;641,0;Murcia, Spain
1483;2020-05-04;Murcia;645,0;Murcia, Spain
1484;2020-05-05;Murcia;650,0;Murcia, Spain
1485;2020-05-06;Murcia;650,0;Murcia, Spain
1486;2020-05-07;Murcia;652,0;Murcia, Spain
1487;2020-05-08;Murcia;659,0;Murcia, Spain
1488;2020-05-09;Murcia;662,0;Murcia, Spain
1489;2020-05-10;Murcia;662,0;Murcia, Spain
1490;2020-05-11;Murcia;665,0;Murcia, Spain
1491;2020-05-12;Murcia;665,0;Murcia, Spain
1492;2020-05-13;Murcia;666,0;Murcia, Spain
1493;2020-05-14;Murcia;672,0;Murcia, Spain
1494;2020-05-15;Murcia;675,0;Murcia, Spain
1495;2020-05-16;Murcia;676,0;Murcia, Spain
1496;2020-05-17;Murcia;676,0;Murcia, Spain
1497;2020-05-18;Murcia;678,0;Murcia, Spain
1498;2020-05-19;Murcia;679,0;Murcia, Spain
1499;2020-05-20;Murcia;679,0;Murcia, Spain
1500;2020-05-21;Murcia;680,0;Murcia, Spain
1501;2020-05-22;Murcia;679,0;Murcia, Spain
1502;2020-05-23;Murcia;685,0;Murcia, Spain
1503;2020-05-24;Murcia;685,0;Murcia, Spain
1504;2020-02-21;Navarra;;Navarra, Spain
1505;2020-02-22;Navarra;;Navarra, Spain
1506;2020-02-23;Navarra;;Navarra, Spain
1507;2020-02-24;Navarra;;Navarra, Spain
1508;2020-02-25;Navarra;;Navarra, Spain
1509;2020-02-26;Navarra;;Navarra, Spain
1510;2020-02-27;Navarra;;Navarra, Spain
1511;2020-02-28;Navarra;;Navarra, Spain
1512;2020-02-29;Navarra;;Navarra, Spain
1513;2020-03-01;Navarra;;Navarra, Spain
1514;2020-03-02;Navarra;;Navarra, Spain
1515;2020-03-03;Navarra;;Navarra, Spain
1516;2020-03-04;Navarra;;Navarra, Spain
1517;2020-03-05;Navarra;;Navarra, Spain
1518;2020-03-06;Navarra;;Navarra, Spain
1519;2020-03-07;Navarra;;Navarra, Spain
1520;2020-03-08;Navarra;;Navarra, Spain
1521;2020-03-09;Navarra;;Navarra, Spain
1522;2020-03-10;Navarra;;Navarra, Spain
1523;2020-03-11;Navarra;10,0;Navarra, Spain
1524;2020-03-12;Navarra;17,0;Navarra, Spain
1525;2020-03-13;Navarra;28,0;Navarra, Spain
1526;2020-03-14;Navarra;28,0;Navarra, Spain
1527;2020-03-15;Navarra;34,0;Navarra, Spain
1528;2020-03-16;Navarra;58,0;Navarra, Spain
1529;2020-03-17;Navarra;72,0;Navarra, Spain
1530;2020-03-18;Navarra;93,0;Navarra, Spain
1531;2020-03-19;Navarra;132,0;Navarra, Spain
1532;2020-03-20;Navarra;172,0;Navarra, Spain
1533;2020-03-21;Navarra;222,0;Navarra, Spain
1534;2020-03-22;Navarra;288,0;Navarra, Spain
1535;2020-03-23;Navarra;339,0;Navarra, Spain
1536;2020-03-24;Navarra;405,0;Navarra, Spain
1537;2020-03-25;Navarra;506,0;Navarra, Spain
1538;2020-03-26;Navarra;649,0;Navarra, Spain
1539;2020-03-27;Navarra;732,0;Navarra, Spain
1540;2020-03-28;Navarra;827,0;Navarra, Spain
1541;2020-03-29;Navarra;896,0;Navarra, Spain
1542;2020-03-30;Navarra;955,0;Navarra, Spain
1543;2020-03-31;Navarra;1035,0;Navarra, Spain
1544;2020-04-01;Navarra;1120,0;Navarra, Spain
1545;2020-04-02;Navarra;1181,0;Navarra, Spain
1546;2020-04-03;Navarra;1284,0;Navarra, Spain
1547;2020-04-04;Navarra;1341,0;Navarra, Spain
1548;2020-04-05;Navarra;1399,0;Navarra, Spain
1549;2020-04-06;Navarra;1432,0;Navarra, Spain
1550;2020-04-07;Navarra;1488,0;Navarra, Spain
1551;2020-04-08;Navarra;1526,0;Navarra, Spain
1552;2020-04-09;Navarra;1526,0;Navarra, Spain
1553;2020-04-10;Navarra;1620,0;Navarra, Spain
1554;2020-04-11;Navarra;1641,0;Navarra, Spain
1555;2020-04-12;Navarra;1663,0;Navarra, Spain
1556;2020-04-13;Navarra;1693,0;Navarra, Spain
1557;2020-04-14;Navarra;1705,0;Navarra, Spain
1558;2020-04-15;Navarra;1731,0;Navarra, Spain
1559;2020-04-16;Navarra;1752,0;Navarra, Spain
1560;2020-04-17;Navarra;1781,0;Navarra, Spain
1561;2020-04-18;Navarra;1829,0;Navarra, Spain
1562;2020-04-19;Navarra;1843,0;Navarra, Spain
1563;2020-04-20;Navarra;1856,0;Navarra, Spain
1564;2020-04-21;Navarra;1877,0;Navarra, Spain
1565;2020-04-22;Navarra;1894,0;Navarra, Spain
1566;2020-04-23;Navarra;1907,0;Navarra, Spain
1567;2020-04-24;Navarra;1915,0;Navarra, Spain
1568;2020-04-25;Navarra;1937,0;Navarra, Spain
1569;2020-04-26;Navarra;1942,0;Navarra, Spain
1570;2020-04-27;Navarra;1942,0;Navarra, Spain
1571;2020-04-28;Navarra;1945,0;Navarra, Spain
1572;2020-04-29;Navarra;1951,0;Navarra, Spain
1573;2020-04-30;Navarra;1965,0;Navarra, Spain
1574;2020-05-01;Navarra;1977,0;Navarra, Spain
1575;2020-05-02;Navarra;1979,0;Navarra, Spain
1576;2020-05-03;Navarra;1986,0;Navarra, Spain
1577;2020-05-04;Navarra;1990,0;Navarra, Spain
1578;2020-05-05;Navarra;1995,0;Navarra, Spain
1579;2020-05-06;Navarra;2005,0;Navarra, Spain
1580;2020-05-07;Navarra;2015,0;Navarra, Spain
1581;2020-05-08;Navarra;2015,0;Navarra, Spain
1582;2020-05-09;Navarra;2021,0;Navarra, Spain
1583;2020-05-10;Navarra;2023,0;Navarra, Spain
1584;2020-05-11;Navarra;2029,0;Navarra, Spain
1585;2020-05-12;Navarra;2039,0;Navarra, Spain
1586;2020-05-13;Navarra;2042,0;Navarra, Spain
1587;2020-05-14;Navarra;2045,0;Navarra, Spain
1588;2020-05-15;Navarra;2045,0;Navarra, Spain
1589;2020-05-16;Navarra;2045,0;Navarra, Spain
1590;2020-05-17;Navarra;2045,0;Navarra, Spain
1591;2020-05-18;Navarra;2045,0;Navarra, Spain
1592;2020-05-19;Navarra;2045,0;Navarra, Spain
1593;2020-05-20;Navarra;2048,0;Navarra, Spain
1594;2020-05-21;Navarra;2048,0;Navarra, Spain
1595;2020-05-22;Navarra;2049,0;Navarra, Spain
1596;2020-05-23;Navarra;2050,0;Navarra, Spain
1597;2020-05-24;Navarra;2050,0;Navarra, Spain
1598;2020-02-21;País Vasco;;País Vasco, Spain
1599;2020-02-22;País Vasco;;País Vasco, Spain
1600;2020-02-23;País Vasco;;País Vasco, Spain
1601;2020-02-24;País Vasco;;País Vasco, Spain
1602;2020-02-25;País Vasco;;País Vasco, Spain
1603;2020-02-26;País Vasco;;País Vasco, Spain
1604;2020-02-27;País Vasco;;País Vasco, Spain
1605;2020-02-28;País Vasco;;País Vasco, Spain
1606;2020-02-29;País Vasco;;País Vasco, Spain
1607;2020-03-01;País Vasco;;País Vasco, Spain
1608;2020-03-02;País Vasco;;País Vasco, Spain
1609;2020-03-03;País Vasco;;País Vasco, Spain
1610;2020-03-04;País Vasco;;País Vasco, Spain
1611;2020-03-05;País Vasco;;País Vasco, Spain
1612;2020-03-06;País Vasco;;País Vasco, Spain
1613;2020-03-07;País Vasco;;País Vasco, Spain
1614;2020-03-08;País Vasco;;País Vasco, Spain
1615;2020-03-09;País Vasco;;País Vasco, Spain
1616;2020-03-10;País Vasco;;País Vasco, Spain
1617;2020-03-11;País Vasco;102,0;País Vasco, Spain
1618;2020-03-12;País Vasco;146,0;País Vasco, Spain
1619;2020-03-13;País Vasco;179,0;País Vasco, Spain
1620;2020-03-14;País Vasco;179,0;País Vasco, Spain
1621;2020-03-15;País Vasco;262,0;País Vasco, Spain
1622;2020-03-16;País Vasco;262,0;País Vasco, Spain
1623;2020-03-17;País Vasco;309,0;País Vasco, Spain
1624;2020-03-18;País Vasco;353,0;País Vasco, Spain
1625;2020-03-19;País Vasco;455,0;País Vasco, Spain
1626;2020-03-20;País Vasco;550,0;País Vasco, Spain
1627;2020-03-21;País Vasco;654,0;País Vasco, Spain
1628;2020-03-22;País Vasco;988,0;País Vasco, Spain
1629;2020-03-23;País Vasco;1252,0;País Vasco, Spain
1630;2020-03-24;País Vasco;1425,0;País Vasco, Spain
1631;2020-03-25;País Vasco;1577,0;País Vasco, Spain
1632;2020-03-26;País Vasco;1907,0;País Vasco, Spain
1633;2020-03-27;País Vasco;2270,0;País Vasco, Spain
1634;2020-03-28;País Vasco;2612,0;País Vasco, Spain
1635;2020-03-29;País Vasco;3106,0;País Vasco, Spain
1636;2020-03-30;País Vasco;3427,0;País Vasco, Spain
1637;2020-03-31;País Vasco;3594,0;País Vasco, Spain
1638;2020-04-01;País Vasco;3806,0;País Vasco, Spain
1639;2020-04-02;País Vasco;4087,0;País Vasco, Spain
1640;2020-04-03;País Vasco;4283,0;País Vasco, Spain
1641;2020-04-04;País Vasco;4522,0;País Vasco, Spain
1642;2020-04-05;País Vasco;4666,0;País Vasco, Spain
1643;2020-04-06;País Vasco;4794,0;País Vasco, Spain
1644;2020-04-07;País Vasco;4856,0;País Vasco, Spain
1645;2020-04-08;País Vasco;4982,0;País Vasco, Spain
1646;2020-04-09;País Vasco;5130,0;País Vasco, Spain
1647;2020-04-10;País Vasco;5290,0;País Vasco, Spain
1648;2020-04-11;País Vasco;5402,0;País Vasco, Spain
1649;2020-04-12;País Vasco;5547,0;País Vasco, Spain
1650;2020-04-13;País Vasco;5622,0;País Vasco, Spain
1651;2020-04-14;País Vasco;5679,0;País Vasco, Spain
1652;2020-04-15;País Vasco;5750,0;País Vasco, Spain
1653;2020-04-16;País Vasco;5863,0;País Vasco, Spain
1654;2020-04-17;País Vasco;5939,0;País Vasco, Spain
1655;2020-04-18;País Vasco;6030,0;País Vasco, Spain
1656;2020-04-19;País Vasco;6086,0;País Vasco, Spain
