;fecha;CCAA;total_hospitalizados;Localizacion
689;2020-03-23;Castilla y Leon;977,0;Castilla y Leon, Spain
690;2020-03-24;Castilla y Leon;1197,0;Castilla y Leon, Spain
691;2020-03-25;Castilla y Leon;1457,0;Castilla y Leon, Spain
692;2020-03-26;Castilla y Leon;1823,0;Castilla y Leon, Spain
693;2020-03-27;Castilla y Leon;2214,0;Castilla y Leon, Spain
694;2020-03-28;Castilla y Leon;2648,0;Castilla y Leon, Spain
695;2020-03-29;Castilla y Leon;3160,0;Castilla y Leon, Spain
696;2020-03-30;Castilla y Leon;3411,0;Castilla y Leon, Spain
697;2020-03-31;Castilla y Leon;3629,0;Castilla y Leon, Spain
698;2020-04-01;Castilla y Leon;3951,0;Castilla y Leon, Spain
699;2020-04-02;Castilla y Leon;4207,0;Castilla y Leon, Spain
700;2020-04-03;Castilla y Leon;4472,0;Castilla y Leon, Spain
701;2020-04-04;Castilla y Leon;4685,0;Castilla y Leon, Spain
702;2020-04-05;Castilla y Leon;4905,0;Castilla y Leon, Spain
703;2020-04-06;Castilla y Leon;5041,0;Castilla y Leon, Spain
704;2020-04-07;Castilla y Leon;5180,0;Castilla y Leon, Spain
705;2020-04-08;Castilla y Leon;5322,0;Castilla y Leon, Spain
706;2020-04-09;Castilla y Leon;5523,0;Castilla y Leon, Spain
707;2020-04-10;Castilla y Leon;5674,0;Castilla y Leon, Spain
708;2020-04-11;Castilla y Leon;5817,0;Castilla y Leon, Spain
709;2020-04-12;Castilla y Leon;5957,0;Castilla y Leon, Spain
710;2020-04-13;Castilla y Leon;6077,0;Castilla y Leon, Spain
711;2020-04-14;Castilla y Leon;6175,0;Castilla y Leon, Spain
712;2020-04-15;Castilla y Leon;6306,0;Castilla y Leon, Spain
713;2020-04-16;Castilla y Leon;6449,0;Castilla y Leon, Spain
714;2020-04-17;Castilla y Leon;6518,0;Castilla y Leon, Spain
715;2020-04-18;Castilla y Leon;6831,0;Castilla y Leon, Spain
716;2020-04-19;Castilla y Leon;6981,0;Castilla y Leon, Spain
717;2020-04-20;Castilla y Leon;7080,0;Castilla y Leon, Spain
718;2020-04-21;Castilla y Leon;7174,0;Castilla y Leon, Spain
719;2020-04-22;Castilla y Leon;7264,0;Castilla y Leon, Spain
720;2020-04-23;Castilla y Leon;7397,0;Castilla y Leon, Spain
721;2020-04-24;Castilla y Leon;7506,0;Castilla y Leon, Spain
722;2020-04-25;Castilla y Leon;7555,0;Castilla y Leon, Spain
723;2020-04-26;Castilla y Leon;7653,0;Castilla y Leon, Spain
724;2020-04-27;Castilla y Leon;7703,0;Castilla y Leon, Spain
725;2020-04-28;Castilla y Leon;7777,0;Castilla y Leon, Spain
726;2020-04-29;Castilla y Leon;7854,0;Castilla y Leon, Spain
727;2020-04-30;Castilla y Leon;7957,0;Castilla y Leon, Spain
728;2020-05-01;Castilla y Leon;8010,0;Castilla y Leon, Spain
729;2020-05-02;Castilla y Leon;8054,0;Castilla y Leon, Spain
730;2020-05-03;Castilla y Leon;8085,0;Castilla y Leon, Spain
731;2020-05-04;Castilla y Leon;8123,0;Castilla y Leon, Spain
732;2020-05-05;Castilla y Leon;8153,0;Castilla y Leon, Spain
733;2020-05-06;Castilla y Leon;8246,0;Castilla y Leon, Spain
734;2020-05-07;Castilla y Leon;8300,0;Castilla y Leon, Spain
735;2020-05-08;Castilla y Leon;8357,0;Castilla y Leon, Spain
736;2020-05-09;Castilla y Leon;8394,0;Castilla y Leon, Spain
737;2020-05-10;Castilla y Leon;8468,0;Castilla y Leon, Spain
738;2020-05-11;Castilla y Leon;8482,0;Castilla y Leon, Spain
739;2020-05-12;Castilla y Leon;8493,0;Castilla y Leon, Spain
740;2020-05-13;Castilla y Leon;8517,0;Castilla y Leon, Spain
741;2020-05-14;Castilla y Leon;8560,0;Castilla y Leon, Spain
742;2020-05-15;Castilla y Leon;8595,0;Castilla y Leon, Spain
743;2020-05-16;Castilla y Leon;8649,0;Castilla y Leon, Spain
744;2020-05-17;Castilla y Leon;8690,0;Castilla y Leon, Spain
745;2020-05-18;Castilla y Leon;8717,0;Castilla y Leon, Spain
746;2020-05-19;Castilla y Leon;8729,0;Castilla y Leon, Spain
747;2020-05-20;Castilla y Leon;8734,0;Castilla y Leon, Spain
748;2020-05-21;Castilla y Leon;8735,0;Castilla y Leon, Spain
749;2020-05-22;Castilla y Leon;8745,0;Castilla y Leon, Spain
750;2020-05-23;Castilla y Leon;8749,0;Castilla y Leon, Spain
751;2020-05-24;Castilla y Leon;8751,0;Castilla y Leon, Spain
752;2020-02-21;Cataluña;;Cataluña, Spain
753;2020-02-22;Cataluña;;Cataluña, Spain
754;2020-02-23;Cataluña;;Cataluña, Spain
755;2020-02-24;Cataluña;;Cataluña, Spain
756;2020-02-25;Cataluña;;Cataluña, Spain
757;2020-02-26;Cataluña;;Cataluña, Spain
758;2020-02-27;Cataluña;;Cataluña, Spain
759;2020-02-28;Cataluña;;Cataluña, Spain
760;2020-02-29;Cataluña;;Cataluña, Spain
761;2020-03-01;Cataluña;;Cataluña, Spain
762;2020-03-02;Cataluña;;Cataluña, Spain
763;2020-03-03;Cataluña;;Cataluña, Spain
764;2020-03-04;Cataluña;;Cataluña, Spain
765;2020-03-05;Cataluña;;Cataluña, Spain
766;2020-03-06;Cataluña;;Cataluña, Spain
767;2020-03-07;Cataluña;;Cataluña, Spain
768;2020-03-08;Cataluña;;Cataluña, Spain
769;2020-03-09;Cataluña;16,0;Cataluña, Spain
770;2020-03-10;Cataluña;31,0;Cataluña, Spain
771;2020-03-11;Cataluña;50,0;Cataluña, Spain
772;2020-03-12;Cataluña;74,0;Cataluña, Spain
773;2020-03-13;Cataluña;137,0;Cataluña, Spain
774;2020-03-14;Cataluña;200,0;Cataluña, Spain
775;2020-03-15;Cataluña;287,0;Cataluña, Spain
776;2020-03-16;Cataluña;375,0;Cataluña, Spain
777;2020-03-17;Cataluña;525,0;Cataluña, Spain
778;2020-03-18;Cataluña;679,0;Cataluña, Spain
779;2020-03-19;Cataluña;825,0;Cataluña, Spain
780;2020-03-20;Cataluña;994,0;Cataluña, Spain
781;2020-03-21;Cataluña;1681,0;Cataluña, Spain
782;2020-03-22;Cataluña;1917,0;Cataluña, Spain
783;2020-03-23;Cataluña;2158,0;Cataluña, Spain
784;2020-03-24;Cataluña;3209,0;Cataluña, Spain
785;2020-03-25;Cataluña;4349,0;Cataluña, Spain
786;2020-03-26;Cataluña;5371,0;Cataluña, Spain
787;2020-03-27;Cataluña;6714,0;Cataluña, Spain
788;2020-03-28;Cataluña;7954,0;Cataluña, Spain
789;2020-03-29;Cataluña;8447,0;Cataluña, Spain
790;2020-03-30;Cataluña;9126,0;Cataluña, Spain
791;2020-03-31;Cataluña;9925,0;Cataluña, Spain
792;2020-04-01;Cataluña;11446,0;Cataluña, Spain
793;2020-04-02;Cataluña;12398,0;Cataluña, Spain
794;2020-04-03;Cataluña;13101,0;Cataluña, Spain
795;2020-04-04;Cataluña;14251,0;Cataluña, Spain
796;2020-04-05;Cataluña;14798,0;Cataluña, Spain
797;2020-04-06;Cataluña;15258,0;Cataluña, Spain
798;2020-04-07;Cataluña;15643,0;Cataluña, Spain
799;2020-04-08;Cataluña;16235,0;Cataluña, Spain
800;2020-04-09;Cataluña;16970,0;Cataluña, Spain
801;2020-04-10;Cataluña;17780,0;Cataluña, Spain
802;2020-04-11;Cataluña;18194,0;Cataluña, Spain
803;2020-04-12;Cataluña;18772,0;Cataluña, Spain
804;2020-04-13;Cataluña;18963,0;Cataluña, Spain
805;2020-04-14;Cataluña;19224,0;Cataluña, Spain
806;2020-04-15;Cataluña;20264,0;Cataluña, Spain
807;2020-04-16;Cataluña;20553,0;Cataluña, Spain
808;2020-04-17;Cataluña;21242,0;Cataluña, Spain
809;2020-04-18;Cataluña;22013,0;Cataluña, Spain
810;2020-04-19;Cataluña;22235,0;Cataluña, Spain
811;2020-04-20;Cataluña;22375,0;Cataluña, Spain
812;2020-04-21;Cataluña;22796,0;Cataluña, Spain
813;2020-04-22;Cataluña;23295,0;Cataluña, Spain
814;2020-04-23;Cataluña;23647,0;Cataluña, Spain
815;2020-04-24;Cataluña;24130,0;Cataluña, Spain
816;2020-04-25;Cataluña;24420,0;Cataluña, Spain
817;2020-04-26;Cataluña;25665,0;Cataluña, Spain
818;2020-04-27;Cataluña;25799,0;Cataluña, Spain
819;2020-04-28;Cataluña;26230,0;Cataluña, Spain
820;2020-04-29;Cataluña;26546,0;Cataluña, Spain
821;2020-04-30;Cataluña;26763,0;Cataluña, Spain
822;2020-05-01;Cataluña;26932,0;Cataluña, Spain
823;2020-05-02;Cataluña;27049,0;Cataluña, Spain
824;2020-05-03;Cataluña;27257,0;Cataluña, Spain
825;2020-05-04;Cataluña;27321,0;Cataluña, Spain
826;2020-05-05;Cataluña;27745,0;Cataluña, Spain
827;2020-05-06;Cataluña;28085,0;Cataluña, Spain
828;2020-05-07;Cataluña;28248,0;Cataluña, Spain
829;2020-05-08;Cataluña;28608,0;Cataluña, Spain
830;2020-05-09;Cataluña;28687,0;Cataluña, Spain
831;2020-05-10;Cataluña;28784,0;Cataluña, Spain
832;2020-05-11;Cataluña;28820,0;Cataluña, Spain
833;2020-05-12;Cataluña;29138,0;Cataluña, Spain
834;2020-05-13;Cataluña;29267,0;Cataluña, Spain
835;2020-05-14;Cataluña;29305,0;Cataluña, Spain
836;2020-05-15;Cataluña;29339,0;Cataluña, Spain
837;2020-05-16;Cataluña;29339,0;Cataluña, Spain
838;2020-05-17;Cataluña;29400,0;Cataluña, Spain
839;2020-05-18;Cataluña;29421,0;Cataluña, Spain
840;2020-05-19;Cataluña;29459,0;Cataluña, Spain
841;2020-05-20;Cataluña;29497,0;Cataluña, Spain
842;2020-05-21;Cataluña;29497,0;Cataluña, Spain
843;2020-05-22;Cataluña;29497,0;Cataluña, Spain
844;2020-05-23;Cataluña;29497,0;Cataluña, Spain
845;2020-05-24;Cataluña;29497,0;Cataluña, Spain
846;2020-02-21;Ceuta;;Ceuta, Spain
847;2020-02-22;Ceuta;;Ceuta, Spain
848;2020-02-23;Ceuta;;Ceuta, Spain
849;2020-02-24;Ceuta;;Ceuta, Spain
850;2020-02-25;Ceuta;;Ceuta, Spain
851;2020-02-26;Ceuta;;Ceuta, Spain
852;2020-02-27;Ceuta;;Ceuta, Spain
853;2020-02-28;Ceuta;;Ceuta, Spain
854;2020-02-29;Ceuta;;Ceuta, Spain
855;2020-03-01;Ceuta;;Ceuta, Spain
856;2020-03-02;Ceuta;;Ceuta, Spain
857;2020-03-03;Ceuta;;Ceuta, Spain
858;2020-03-04;Ceuta;;Ceuta, Spain
859;2020-03-05;Ceuta;;Ceuta, Spain
860;2020-03-06;Ceuta;;Ceuta, Spain
861;2020-03-07;Ceuta;;Ceuta, Spain
862;2020-03-08;Ceuta;;Ceuta, Spain
863;2020-03-09;Ceuta;;Ceuta, Spain
864;2020-03-10;Ceuta;;Ceuta, Spain
865;2020-03-11;Ceuta;0,0;Ceuta, Spain
866;2020-03-12;Ceuta;0,0;Ceuta, Spain
867;2020-03-13;Ceuta;0,0;Ceuta, Spain
868;2020-03-14;Ceuta;0,0;Ceuta, Spain
869;2020-03-15;Ceuta;0,0;Ceuta, Spain
870;2020-03-16;Ceuta;0,0;Ceuta, Spain
871;2020-03-17;Ceuta;0,0;Ceuta, Spain
872;2020-03-18;Ceuta;0,0;Ceuta, Spain
873;2020-03-19;Ceuta;0,0;Ceuta, Spain
874;2020-03-20;Ceuta;0,0;Ceuta, Spain
875;2020-03-21;Ceuta;0,0;Ceuta, Spain
876;2020-03-22;Ceuta;0,0;Ceuta, Spain
877;2020-03-23;Ceuta;0,0;Ceuta, Spain
878;2020-03-24;Ceuta;0,0;Ceuta, Spain
879;2020-03-25;Ceuta;2,0;Ceuta, Spain
880;2020-03-26;Ceuta;2,0;Ceuta, Spain
881;2020-03-27;Ceuta;2,0;Ceuta, Spain
882;2020-03-28;Ceuta;2,0;Ceuta, Spain
883;2020-03-29;Ceuta;2,0;Ceuta, Spain
884;2020-03-30;Ceuta;2,0;Ceuta, Spain
885;2020-03-31;Ceuta;3,0;Ceuta, Spain
886;2020-04-01;Ceuta;6,0;Ceuta, Spain
887;2020-04-02;Ceuta;7,0;Ceuta, Spain
888;2020-04-03;Ceuta;8,0;Ceuta, Spain
889;2020-04-04;Ceuta;8,0;Ceuta, Spain
890;2020-04-05;Ceuta;9,0;Ceuta, Spain
891;2020-04-06;Ceuta;9,0;Ceuta, Spain
892;2020-04-07;Ceuta;9,0;Ceuta, Spain
893;2020-04-08;Ceuta;9,0;Ceuta, Spain
894;2020-04-09;Ceuta;9,0;Ceuta, Spain
895;2020-04-10;Ceuta;9,0;Ceuta, Spain
896;2020-04-11;Ceuta;9,0;Ceuta, Spain
897;2020-04-12;Ceuta;9,0;Ceuta, Spain
898;2020-04-13;Ceuta;9,0;Ceuta, Spain
899;2020-04-14;Ceuta;9,0;Ceuta, Spain
900;2020-04-15;Ceuta;9,0;Ceuta, Spain
901;2020-04-16;Ceuta;9,0;Ceuta, Spain
902;2020-04-17;Ceuta;9,0;Ceuta, Spain
903;2020-04-18;Ceuta;9,0;Ceuta, Spain
904;2020-04-19;Ceuta;9,0;Ceuta, Spain
905;2020-04-20;Ceuta;9,0;Ceuta, Spain
906;2020-04-21;Ceuta;9,0;Ceuta, Spain
907;2020-04-22;Ceuta;9,0;Ceuta, Spain
908;2020-04-23;Ceuta;9,0;Ceuta, Spain
909;2020-04-24;Ceuta;10,0;Ceuta, Spain
910;2020-04-25;Ceuta;10,0;Ceuta, Spain
911;2020-04-26;Ceuta;10,0;Ceuta, Spain
912;2020-04-27;Ceuta;10,0;Ceuta, Spain
913;2020-04-28;Ceuta;10,0;Ceuta, Spain
914;2020-04-29;Ceuta;10,0;Ceuta, Spain
915;2020-04-30;Ceuta;10,0;Ceuta, Spain
916;2020-05-01;Ceuta;10,0;Ceuta, Spain
917;2020-05-02;Ceuta;10,0;Ceuta, Spain
918;2020-05-03;Ceuta;10,0;Ceuta, Spain
919;2020-05-04;Ceuta;10,0;Ceuta, Spain
920;2020-05-05;Ceuta;10,0;Ceuta, Spain
921;2020-05-06;Ceuta;10,0;Ceuta, Spain
922;2020-05-07;Ceuta;10,0;Ceuta, Spain
923;2020-05-08;Ceuta;11,0;Ceuta, Spain
924;2020-05-09;Ceuta;11,0;Ceuta, Spain
925;2020-05-10;Ceuta;11,0;Ceuta, Spain
926;2020-05-11;Ceuta;11,0;Ceuta, Spain
927;2020-05-12;Ceuta;11,0;Ceuta, Spain
928;2020-05-13;Ceuta;11,0;Ceuta, Spain
929;2020-05-14;Ceuta;11,0;Ceuta, Spain
930;2020-05-15;Ceuta;11,0;Ceuta, Spain
931;2020-05-16;Ceuta;11,0;Ceuta, Spain
932;2020-05-17;Ceuta;11,0;Ceuta, Spain
933;2020-05-18;Ceuta;11,0;Ceuta, Spain
934;2020-05-19;Ceuta;11,0;Ceuta, Spain
935;2020-05-20;Ceuta;11,0;Ceuta, Spain
936;2020-05-21;Ceuta;11,0;Ceuta, Spain
937;2020-05-22;Ceuta;12,0;Ceuta, Spain
938;2020-05-23;Ceuta;12,0;Ceuta, Spain
939;2020-05-24;Ceuta;12,0;Ceuta, Spain
940;2020-02-21;Valencia;26,0;Valencia, Spain
941;2020-02-22;Valencia;30,0;Valencia, Spain
942;2020-02-23;Valencia;33,0;Valencia, Spain
943;2020-02-24;Valencia;38,0;Valencia, Spain
944;2020-02-25;Valencia;49,0;Valencia, Spain
945;2020-02-26;Valencia;58,0;Valencia, Spain
946;2020-02-27;Valencia;63,0;Valencia, Spain
947;2020-02-28;Valencia;73,0;Valencia, Spain
948;2020-02-29;Valencia;78,0;Valencia, Spain
949;2020-03-01;Valencia;85,0;Valencia, Spain
950;2020-03-02;Valencia;88,0;Valencia, Spain
951;2020-03-03;Valencia;93,0;Valencia, Spain
952;2020-03-04;Valencia;105,0;Valencia, Spain
953;2020-03-05;Valencia;117,0;Valencia, Spain
954;2020-03-06;Valencia;130,0;Valencia, Spain
955;2020-03-07;Valencia;138,0;Valencia, Spain
956;2020-03-08;Valencia;146,0;Valencia, Spain
957;2020-03-09;Valencia;153,0;Valencia, Spain
958;2020-03-10;Valencia;171,0;Valencia, Spain
959;2020-03-11;Valencia;200,0;Valencia, Spain
960;2020-03-12;Valencia;232,0;Valencia, Spain
961;2020-03-13;Valencia;271,0;Valencia, Spain
962;2020-03-14;Valencia;307,0;Valencia, Spain
963;2020-03-15;Valencia;339,0;Valencia, Spain
964;2020-03-16;Valencia;390,0;Valencia, Spain
965;2020-03-17;Valencia;456,0;Valencia, Spain
966;2020-03-18;Valencia;530,0;Valencia, Spain
967;2020-03-19;Valencia;647,0;Valencia, Spain
968;2020-03-20;Valencia;777,0;Valencia, Spain
969;2020-03-21;Valencia;947,0;Valencia, Spain
970;2020-03-22;Valencia;1136,0;Valencia, Spain
971;2020-03-23;Valencia;1311,0;Valencia, Spain
972;2020-03-24;Valencia;1562,0;Valencia, Spain
973;2020-03-25;Valencia;1842,0;Valencia, Spain
974;2020-03-26;Valencia;2097,0;Valencia, Spain
975;2020-03-27;Valencia;2357,0;Valencia, Spain
976;2020-03-28;Valencia;2606,0;Valencia, Spain
977;2020-03-29;Valencia;2773,0;Valencia, Spain
978;2020-03-30;Valencia;2914,0;Valencia, Spain
979;2020-03-31;Valencia;3111,0;Valencia, Spain
980;2020-04-01;Valencia;3253,0;Valencia, Spain
981;2020-04-02;Valencia;3389,0;Valencia, Spain
982;2020-04-03;Valencia;3492,0;Valencia, Spain
983;2020-04-04;Valencia;3560,0;Valencia, Spain
984;2020-04-05;Valencia;3620,0;Valencia, Spain
985;2020-04-06;Valencia;3668,0;Valencia, Spain
986;2020-04-07;Valencia;3698,0;Valencia, Spain
987;2020-04-08;Valencia;3713,0;Valencia, Spain
988;2020-04-09;Valencia;3815,0;Valencia, Spain
989;2020-04-10;Valencia;3987,0;Valencia, Spain
990;2020-04-11;Valencia;4132,0;Valencia, Spain
991;2020-04-12;Valencia;4149,0;Valencia, Spain
992;2020-04-13;Valencia;4269,0;Valencia, Spain
993;2020-04-14;Valencia;4397,0;Valencia, Spain
994;2020-04-15;Valencia;4465,0;Valencia, Spain
995;2020-04-16;Valencia;4524,0;Valencia, Spain
996;2020-04-17;Valencia;4605,0;Valencia, Spain
997;2020-04-18;Valencia;4708,0;Valencia, Spain
998;2020-04-19;Valencia;4781,0;Valencia, Spain
999;2020-04-20;Valencia;4827,0;Valencia, Spain
1000;2020-04-21;Valencia;4866,0;Valencia, Spain
1001;2020-04-22;Valencia;4896,0;Valencia, Spain
1002;2020-04-23;Valencia;4917,0;Valencia, Spain
1003;2020-04-24;Valencia;4945,0;Valencia, Spain
1004;2020-04-25;Valencia;4978,0;Valencia, Spain
1005;2020-04-26;Valencia;5013,0;Valencia, Spain
1006;2020-04-27;Valencia;5032,0;Valencia, Spain
1007;2020-04-28;Valencia;5046,0;Valencia, Spain
1008;2020-04-29;Valencia;5072,0;Valencia, Spain
1009;2020-04-30;Valencia;5096,0;Valencia, Spain
1010;2020-05-01;Valencia;5126,0;Valencia, Spain
1011;2020-05-02;Valencia;5153,0;Valencia, Spain
1012;2020-05-03;Valencia;5181,0;Valencia, Spain
1013;2020-05-04;Valencia;5204,0;Valencia, Spain
1014;2020-05-05;Valencia;5214,0;Valencia, Spain
1015;2020-05-06;Valencia;5225,0;Valencia, Spain
1016;2020-05-07;Valencia;5252,0;Valencia, Spain
1017;2020-05-08;Valencia;5287,0;Valencia, Spain
1018;2020-05-09;Valencia;5317,0;Valencia, Spain
1019;2020-05-10;Valencia;5354,0;Valencia, Spain
1020;2020-05-11;Valencia;5355,0;Valencia, Spain
1021;2020-05-12;Valencia;5360,0;Valencia, Spain
1022;2020-05-13;Valencia;5370,0;Valencia, Spain
1023;2020-05-14;Valencia;5389,0;Valencia, Spain
1024;2020-05-15;Valencia;5415,0;Valencia, Spain
1025;2020-05-16;Valencia;5435,0;Valencia, Spain
1026;2020-05-17;Valencia;5454,0;Valencia, Spain
1027;2020-05-18;Valencia;5469,0;Valencia, Spain
1028;2020-05-19;Valencia;5738,0;Valencia, Spain
1029;2020-05-20;Valencia;5742,0;Valencia, Spain
1030;2020-05-21;Valencia;5747,0;Valencia, Spain
1031;2020-05-22;Valencia;5747,0;Valencia, Spain
1032;2020-05-23;Valencia;5738,0;Valencia, Spain
1033;2020-05-24;Valencia;5739,0;Valencia, Spain
1034;2020-02-21;Extremadura;;Extremadura, Spain
1035;2020-02-22;Extremadura;;Extremadura, Spain
1036;2020-02-23;Extremadura;;Extremadura, Spain
1037;2020-02-24;Extremadura;;Extremadura, Spain
1038;2020-02-25;Extremadura;;Extremadura, Spain
1039;2020-02-26;Extremadura;;Extremadura, Spain
1040;2020-02-27;Extremadura;;Extremadura, Spain
1041;2020-02-28;Extremadura;;Extremadura, Spain
1042;2020-02-29;Extremadura;;Extremadura, Spain
1043;2020-03-01;Extremadura;;Extremadura, Spain
1044;2020-03-02;Extremadura;;Extremadura, Spain
1045;2020-03-03;Extremadura;;Extremadura, Spain
1046;2020-03-04;Extremadura;;Extremadura, Spain
1047;2020-03-05;Extremadura;;Extremadura, Spain
1048;2020-03-06;Extremadura;;Extremadura, Spain
1049;2020-03-07;Extremadura;;Extremadura, Spain
1050;2020-03-08;Extremadura;;Extremadura, Spain
1051;2020-03-09;Extremadura;;Extremadura, Spain
1052;2020-03-10;Extremadura;;Extremadura, Spain
1053;2020-03-11;Extremadura;1,0;Extremadura, Spain
1054;2020-03-12;Extremadura;3,0;Extremadura, Spain
1055;2020-03-13;Extremadura;3,0;Extremadura, Spain
1056;2020-03-14;Extremadura;3,0;Extremadura, Spain
1057;2020-03-15;Extremadura;7,0;Extremadura, Spain
1058;2020-03-16;Extremadura;9,0;Extremadura, Spain
1059;2020-03-17;Extremadura;13,0;Extremadura, Spain
1060;2020-03-18;Extremadura;22,0;Extremadura, Spain
1061;2020-03-19;Extremadura;33,0;Extremadura, Spain
1062;2020-03-20;Extremadura;50,0;Extremadura, Spain
1063;2020-03-21;Extremadura;67,0;Extremadura, Spain
1064;2020-03-22;Extremadura;97,0;Extremadura, Spain
1065;2020-03-23;Extremadura;105,0;Extremadura, Spain
1066;2020-03-24;Extremadura;113,0;Extremadura, Spain
1067;2020-03-25;Extremadura;217,0;Extremadura, Spain
1068;2020-03-26;Extremadura;291,0;Extremadura, Spain
1069;2020-03-27;Extremadura;344,0;Extremadura, Spain
1070;2020-03-28;Extremadura;406,0;Extremadura, Spain
1071;2020-03-29;Extremadura;467,0;Extremadura, Spain
1072;2020-03-30;Extremadura;505,0;Extremadura, Spain
1073;2020-03-31;Extremadura;561,0;Extremadura, Spain
1074;2020-04-01;Extremadura;600,0;Extremadura, Spain
1075;2020-04-02;Extremadura;649,0;Extremadura, Spain
1076;2020-04-03;Extremadura;706,0;Extremadura, Spain
1077;2020-04-04;Extremadura;747,0;Extremadura, Spain
1078;2020-04-05;Extremadura;768,0;Extremadura, Spain
1079;2020-04-06;Extremadura;808,0;Extremadura, Spain
1080;2020-04-07;Extremadura;817,0;Extremadura, Spain
1081;2020-04-08;Extremadura;852,0;Extremadura, Spain
1082;2020-04-09;Extremadura;958,0;Extremadura, Spain
1083;2020-04-10;Extremadura;1003,0;Extremadura, Spain
1084;2020-04-11;Extremadura;1052,0;Extremadura, Spain
1085;2020-04-12;Extremadura;1074,0;Extremadura, Spain
1086;2020-04-13;Extremadura;1096,0;Extremadura, Spain
1087;2020-04-14;Extremadura;1114,0;Extremadura, Spain
1088;2020-04-15;Extremadura;1155,0;Extremadura, Spain
1089;2020-04-16;Extremadura;1186,0;Extremadura, Spain
1090;2020-04-17;Extremadura;1212,0;Extremadura, Spain
1091;2020-04-18;Extremadura;1240,0;Extremadura, Spain
1092;2020-04-19;Extremadura;1278,0;Extremadura, Spain
1093;2020-04-20;Extremadura;1306,0;Extremadura, Spain
1094;2020-04-21;Extremadura;1327,0;Extremadura, Spain
1095;2020-04-22;Extremadura;1349,0;Extremadura, Spain
1096;2020-04-23;Extremadura;1375,0;Extremadura, Spain
1097;2020-04-24;Extremadura;1413,0;Extremadura, Spain
1098;2020-04-25;Extremadura;1447,0;Extremadura, Spain
1099;2020-04-26;Extremadura;1480,0;Extremadura, Spain
1100;2020-04-27;Extremadura;1490,0;Extremadura, Spain
1101;2020-04-28;Extremadura;1505,0;Extremadura, Spain
1102;2020-04-29;Extremadura;1526,0;Extremadura, Spain
1103;2020-04-30;Extremadura;1550,0;Extremadura, Spain
1104;2020-05-01;Extremadura;1565,0;Extremadura, Spain
1105;2020-05-02;Extremadura;1592,0;Extremadura, Spain
1106;2020-05-03;Extremadura;1603,0;Extremadura, Spain
1107;2020-05-04;Extremadura;1618,0;Extremadura, Spain
1108;2020-05-05;Extremadura;1629,0;Extremadura, Spain
1109;2020-05-06;Extremadura;1650,0;Extremadura, Spain
1110;2020-05-07;Extremadura;1664,0;Extremadura, Spain
1111;2020-05-08;Extremadura;1678,0;Extremadura, Spain
1112;2020-05-09;Extremadura;1695,0;Extremadura, Spain
1113;2020-05-10;Extremadura;1711,0;Extremadura, Spain
1114;2020-05-11;Extremadura;1725,0;Extremadura, Spain
1115;2020-05-12;Extremadura;1737,0;Extremadura, Spain
1116;2020-05-13;Extremadura;1754,0;Extremadura, Spain
1117;2020-05-14;Extremadura;1761,0;Extremadura, Spain
1118;2020-05-15;Extremadura;1772,0;Extremadura, Spain
1119;2020-05-16;Extremadura;1772,0;Extremadura, Spain
1120;2020-05-17;Extremadura;1775,0;Extremadura, Spain
1121;2020-05-18;Extremadura;1775,0;Extremadura, Spain
1122;2020-05-19;Extremadura;1779,0;Extremadura, Spain
1123;2020-05-20;Extremadura;1780,0;Extremadura, Spain
1124;2020-05-21;Extremadura;1780,0;Extremadura, Spain
1125;2020-05-22;Extremadura;1780,0;Extremadura, Spain
1126;2020-05-23;Extremadura;1782,0;Extremadura, Spain
1127;2020-05-24;Extremadura;1781,0;Extremadura, Spain
1128;2020-02-21;Galicia;;Galicia, Spain
1129;2020-02-22;Galicia;;Galicia, Spain
1130;2020-02-23;Galicia;;Galicia, Spain
1131;2020-02-24;Galicia;;Galicia, Spain
1132;2020-02-25;Galicia;;Galicia, Spain
1133;2020-02-26;Galicia;;Galicia, Spain
1134;2020-02-27;Galicia;;Galicia, Spain
1135;2020-02-28;Galicia;;Galicia, Spain
1136;2020-02-29;Galicia;;Galicia, Spain
1137;2020-03-01;Galicia;;Galicia, Spain
1138;2020-03-02;Galicia;;Galicia, Spain
1139;2020-03-03;Galicia;;Galicia, Spain
1140;2020-03-04;Galicia;;Galicia, Spain
1141;2020-03-05;Galicia;;Galicia, Spain
1142;2020-03-06;Galicia;;Galicia, Spain
1143;2020-03-07;Galicia;;Galicia, Spain
1144;2020-03-08;Galicia;;Galicia, Spain
1145;2020-03-09;Galicia;;Galicia, Spain
1146;2020-03-10;Galicia;;Galicia, Spain
1147;2020-03-11;Galicia;7,0;Galicia, Spain
1148;2020-03-12;Galicia;7,0;Galicia, Spain
1149;2020-03-13;Galicia;15,0;Galicia, Spain
1150;2020-03-14;Galicia;32,0;Galicia, Spain
1151;2020-03-15;Galicia;32,0;Galicia, Spain
1152;2020-03-16;Galicia;49,0;Galicia, Spain
1153;2020-03-17;Galicia;49,0;Galicia, Spain
1154;2020-03-18;Galicia;63,0;Galicia, Spain
1155;2020-03-19;Galicia;100,0;Galicia, Spain
1156;2020-03-20;Galicia;138,0;Galicia, Spain
1157;2020-03-21;Galicia;168,0;Galicia, Spain
1158;2020-03-22;Galicia;227,0;Galicia, Spain
1159;2020-03-23;Galicia;270,0;Galicia, Spain
