;fecha;CCAA;total_altas;Localizacion;total_fallecidos;total_uci;total_hospitalizados;total_casos;total_fallecidos_diff;total_altas_diff;total_uci_diff;total_hospitalizados_diff;total_casos_diff
699;2020-04-28;Ceuta;110,0;Ceuta, Spain;4,0;4,0;10,0;134,0;0,0;3,0;0,0;0,0;3,0
700;2020-04-29;Ceuta;114,0;Ceuta, Spain;4,0;4,0;10,0;139,0;0,0;4,0;0,0;0,0;5,0
701;2020-04-30;Ceuta;126,0;Ceuta, Spain;4,0;4,0;10,0;146,0;0,0;12,0;0,0;0,0;7,0
702;2020-05-01;Ceuta;138,0;Ceuta, Spain;4,0;4,0;10,0;151,0;0,0;12,0;0,0;0,0;5,0
703;2020-05-02;Ceuta;140,0;Ceuta, Spain;4,0;4,0;10,0;152,0;0,0;2,0;0,0;0,0;1,0
704;2020-05-03;Ceuta;141,0;Ceuta, Spain;4,0;4,0;10,0;152,0;0,0;1,0;0,0;0,0;0,0
705;2020-05-04;Ceuta;142,0;Ceuta, Spain;4,0;4,0;10,0;152,0;0,0;1,0;0,0;0,0;0,0
706;2020-05-05;Ceuta;145,0;Ceuta, Spain;4,0;4,0;10,0;155,0;0,0;3,0;0,0;0,0;3,0
707;2020-05-06;Ceuta;150,0;Ceuta, Spain;4,0;4,0;10,0;164,0;0,0;5,0;0,0;0,0;9,0
708;2020-05-07;Ceuta;150,0;Ceuta, Spain;4,0;4,0;10,0;165,0;0,0;0,0;0,0;0,0;1,0
709;2020-05-08;Ceuta;154,0;Ceuta, Spain;4,0;4,0;11,0;168,0;0,0;4,0;0,0;1,0;3,0
710;2020-05-09;Ceuta;154,0;Ceuta, Spain;4,0;4,0;11,0;169,0;0,0;0,0;0,0;0,0;1,0
711;2020-05-10;Ceuta;154,0;Ceuta, Spain;4,0;4,0;11,0;169,0;0,0;0,0;0,0;0,0;0,0
712;2020-05-11;Ceuta;154,0;Ceuta, Spain;4,0;4,0;11,0;169,0;0,0;0,0;0,0;0,0;0,0
713;2020-05-12;Ceuta;154,0;Ceuta, Spain;4,0;4,0;11,0;173,0;0,0;0,0;0,0;0,0;4,0
714;2020-05-13;Ceuta;156,0;Ceuta, Spain;4,0;4,0;11,0;173,0;0,0;2,0;0,0;0,0;0,0
715;2020-05-14;Ceuta;159,0;Ceuta, Spain;4,0;4,0;11,0;175,0;0,0;3,0;0,0;0,0;2,0
716;2020-05-15;Ceuta;160,0;Ceuta, Spain;4,0;4,0;11,0;175,0;0,0;1,0;0,0;0,0;0,0
717;2020-05-16;Ceuta;163,0;Ceuta, Spain;4,0;4,0;11,0;175,0;0,0;3,0;0,0;0,0;0,0
718;2020-05-17;Ceuta;163,0;Ceuta, Spain;4,0;4,0;11,0;175,0;0,0;0,0;0,0;0,0;0,0
719;2020-05-18;Ceuta;163,0;Ceuta, Spain;4,0;4,0;11,0;175,0;0,0;0,0;0,0;0,0;0,0
1472;2020-05-19;Ceuta;163,0;Ceuta, Spain;4,0;4,0;11,0;176,0;0,0;0,0;0,0;0,0;1,0
1473;2020-05-20;Ceuta;163,0;Ceuta, Spain;4,0;4,0;11,0;178,0;0,0;0,0;0,0;0,0;2,0
1474;2020-05-21;Ceuta;163,0;Ceuta, Spain;4,0;4,0;11,0;178,0;0,0;0,0;0,0;0,0;0,0
1475;2020-05-22;Ceuta;163,0;Ceuta, Spain;4,0;4,0;12,0;178,0;0,0;0,0;0,0;1,0;0,0
1476;2020-05-23;Ceuta;163,0;Ceuta, Spain;4,0;4,0;12,0;178,0;0,0;0,0;0,0;0,0;0,0
1477;2020-05-24;Ceuta;163,0;Ceuta, Spain;4,0;4,0;12,0;178,0;0,0;0,0;0,0;0,0;0,0
1698;2020-02-21;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1699;2020-02-22;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1700;2020-02-23;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1701;2020-02-24;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1702;2020-02-25;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1703;2020-02-26;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1704;2020-02-27;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1705;2020-02-28;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1706;2020-02-29;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
792;2020-03-01;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;4,0
1707;2020-03-02;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;2,0
1708;2020-03-03;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0
1489;2020-03-04;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0
1490;2020-03-05;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0
1491;2020-03-06;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0
1492;2020-03-07;Extremadura;0,0;Extremadura, Spain;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0
1493;2020-03-08;Extremadura;0,0;Extremadura, Spain;1,0;0,0;0,0;6,0;1,0;0,0;0,0;0,0;0,0
793;2020-03-09;Extremadura;1,0;Extremadura, Spain;1,0;0,0;0,0;7,0;0,0;1,0;0,0;0,0;1,0
794;2020-03-10;Extremadura;1,0;Extremadura, Spain;1,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1,0
795;2020-03-11;Extremadura;1,0;Extremadura, Spain;1,0;1,0;1,0;9,0;0,0;0,0;1,0;1,0;1,0
796;2020-03-12;Extremadura;3,0;Extremadura, Spain;1,0;1,0;3,0;19,0;0,0;2,0;0,0;2,0;10,0
797;2020-03-13;Extremadura;3,0;Extremadura, Spain;1,0;1,0;3,0;39,0;0,0;0,0;0,0;0,0;20,0
798;2020-03-14;Extremadura;4,0;Extremadura, Spain;2,0;1,0;3,0;66,0;1,0;1,0;0,0;0,0;27,0
799;2020-03-15;Extremadura;4,0;Extremadura, Spain;2,0;1,0;7,0;95,0;0,0;0,0;0,0;4,0;29,0
800;2020-03-16;Extremadura;4,0;Extremadura, Spain;2,0;2,0;9,0;111,0;0,0;0,0;1,0;2,0;16,0
801;2020-03-17;Extremadura;5,0;Extremadura, Spain;3,0;5,0;13,0;153,0;1,0;1,0;3,0;4,0;42,0
802;2020-03-18;Extremadura;6,0;Extremadura, Spain;6,0;6,0;22,0;194,0;3,0;1,0;1,0;9,0;41,0
803;2020-03-19;Extremadura;6,0;Extremadura, Spain;8,0;9,0;33,0;241,0;2,0;0,0;3,0;11,0;47,0
804;2020-03-20;Extremadura;7,0;Extremadura, Spain;10,0;12,0;50,0;297,0;2,0;1,0;3,0;17,0;56,0
805;2020-03-21;Extremadura;8,0;Extremadura, Spain;12,0;13,0;67,0;354,0;2,0;1,0;1,0;17,0;57,0
806;2020-03-22;Extremadura;8,0;Extremadura, Spain;14,0;24,0;97,0;384,0;2,0;0,0;11,0;30,0;30,0
807;2020-03-23;Extremadura;8,0;Extremadura, Spain;18,0;33,0;105,0;493,0;4,0;0,0;9,0;8,0;109,0
808;2020-03-24;Extremadura;8,0;Extremadura, Spain;26,0;40,0;113,0;636,0;8,0;0,0;7,0;8,0;143,0
809;2020-03-25;Extremadura;8,0;Extremadura, Spain;39,0;48,0;217,0;742,0;13,0;0,0;8,0;104,0;106,0
810;2020-03-26;Extremadura;24,0;Extremadura, Spain;58,0;52,0;291,0;969,0;19,0;16,0;4,0;74,0;227,0
811;2020-03-27;Extremadura;33,0;Extremadura, Spain;69,0;54,0;344,0;1231,0;11,0;9,0;2,0;53,0;262,0
812;2020-03-28;Extremadura;49,0;Extremadura, Spain;88,0;58,0;406,0;1394,0;19,0;16,0;4,0;62,0;163,0
813;2020-03-29;Extremadura;51,0;Extremadura, Spain;100,0;67,0;467,0;1456,0;12,0;2,0;9,0;61,0;62,0
814;2020-03-30;Extremadura;60,0;Extremadura, Spain;106,0;71,0;505,0;1560,0;6,0;9,0;4,0;38,0;104,0
815;2020-03-31;Extremadura;91,0;Extremadura, Spain;133,0;77,0;561,0;1628,0;27,0;31,0;6,0;56,0;68,0
816;2020-04-01;Extremadura;113,0;Extremadura, Spain;152,0;82,0;600,0;1679,0;19,0;22,0;5,0;39,0;51,0
817;2020-04-02;Extremadura;139,0;Extremadura, Spain;181,0;83,0;649,0;1837,0;29,0;26,0;1,0;49,0;158,0
818;2020-04-03;Extremadura;164,0;Extremadura, Spain;200,0;85,0;706,0;1893,0;19,0;25,0;2,0;57,0;56,0
819;2020-04-04;Extremadura;205,0;Extremadura, Spain;208,0;88,0;747,0;1979,0;8,0;41,0;3,0;41,0;86,0
820;2020-04-05;Extremadura;215,0;Extremadura, Spain;218,0;91,0;768,0;2047,0;10,0;10,0;3,0;21,0;68,0
821;2020-04-06;Extremadura;223,0;Extremadura, Spain;228,0;93,0;808,0;2068,0;10,0;8,0;2,0;40,0;21,0
822;2020-04-07;Extremadura;282,0;Extremadura, Spain;258,0;96,0;817,0;2116,0;30,0;59,0;3,0;9,0;48,0
823;2020-04-08;Extremadura;328,0;Extremadura, Spain;271,0;98,0;852,0;2184,0;13,0;46,0;2,0;35,0;68,0
824;2020-04-09;Extremadura;381,0;Extremadura, Spain;283,0;99,0;958,0;2273,0;12,0;53,0;1,0;106,0;89,0
825;2020-04-10;Extremadura;397,0;Extremadura, Spain;288,0;101,0;1003,0;2332,0;5,0;16,0;2,0;45,0;59,0
826;2020-04-11;Extremadura;462,0;Extremadura, Spain;303,0;104,0;1052,0;2486,0;15,0;65,0;3,0;49,0;154,0
827;2020-04-12;Extremadura;481,0;Extremadura, Spain;312,0;106,0;1074,0;2580,0;9,0;19,0;2,0;22,0;94,0
828;2020-04-13;Extremadura;511,0;Extremadura, Spain;321,0;107,0;1096,0;2658,0;9,0;30,0;1,0;22,0;78,0
829;2020-04-14;Extremadura;578,0;Extremadura, Spain;334,0;107,0;1114,0;2684,0;13,0;67,0;0,0;18,0;26,0
830;2020-04-15;Extremadura;615,0;Extremadura, Spain;342,0;107,0;1155,0;2762,0;8,0;37,0;0,0;41,0;78,0
831;2020-04-16;Extremadura;649,0;Extremadura, Spain;359,0;107,0;1186,0;2881,0;17,0;34,0;0,0;31,0;119,0
832;2020-04-17;Extremadura;707,0;Extremadura, Spain;372,0;107,0;1212,0;3019,0;13,0;58,0;0,0;26,0;138,0
833;2020-04-18;Extremadura;736,0;Extremadura, Spain;380,0;107,0;1240,0;3131,0;8,0;29,0;0,0;28,0;112,0
834;2020-04-19;Extremadura;767,0;Extremadura, Spain;384,0;107,0;1278,0;3192,0;4,0;31,0;0,0;38,0;61,0
835;2020-04-20;Extremadura;858,0;Extremadura, Spain;389,0;107,0;1306,0;3243,0;5,0;91,0;0,0;28,0;51,0
836;2020-04-21;Extremadura;921,0;Extremadura, Spain;397,0;107,0;1327,0;3243,0;8,0;63,0;0,0;21,0;0,0
837;2020-04-22;Extremadura;1051,0;Extremadura, Spain;404,0;107,0;1349,0;3243,0;7,0;130,0;0,0;22,0;0,0
838;2020-04-23;Extremadura;1237,0;Extremadura, Spain;407,0;107,0;1375,0;3366,0;3,0;186,0;0,0;26,0;123,0
839;2020-04-24;Extremadura;1358,0;Extremadura, Spain;411,0;107,0;1413,0;3403,0;4,0;121,0;0,0;38,0;37,0
840;2020-04-25;Extremadura;1510,0;Extremadura, Spain;416,0;107,0;1447,0;3458,0;5,0;152,0;0,0;34,0;55,0
841;2020-04-26;Extremadura;1582,0;Extremadura, Spain;422,0;107,0;1480,0;3465,0;6,0;72,0;0,0;33,0;7,0
842;2020-04-27;Extremadura;1652,0;Extremadura, Spain;428,0;107,0;1490,0;3480,0;6,0;70,0;0,0;10,0;15,0
843;2020-04-28;Extremadura;1733,0;Extremadura, Spain;433,0;107,0;1505,0;3487,0;5,0;81,0;0,0;15,0;7,0
844;2020-04-29;Extremadura;1797,0;Extremadura, Spain;440,0;107,0;1526,0;3513,0;7,0;64,0;0,0;21,0;26,0
845;2020-04-30;Extremadura;1887,0;Extremadura, Spain;446,0;108,0;1550,0;3538,0;6,0;90,0;1,0;24,0;25,0
846;2020-05-01;Extremadura;1960,0;Extremadura, Spain;451,0;108,0;1565,0;3630,0;5,0;73,0;0,0;15,0;92,0
847;2020-05-02;Extremadura;2017,0;Extremadura, Spain;458,0;108,0;1592,0;3690,0;7,0;57,0;0,0;27,0;60,0
848;2020-05-03;Extremadura;2072,0;Extremadura, Spain;460,0;108,0;1603,0;3712,0;2,0;55,0;0,0;11,0;22,0
849;2020-05-04;Extremadura;2090,0;Extremadura, Spain;460,0;108,0;1618,0;3722,0;0,0;18,0;0,0;15,0;10,0
850;2020-05-05;Extremadura;2146,0;Extremadura, Spain;462,0;108,0;1629,0;3728,0;2,0;56,0;0,0;11,0;6,0
851;2020-05-06;Extremadura;2189,0;Extremadura, Spain;463,0;108,0;1650,0;3746,0;1,0;43,0;0,0;21,0;18,0
852;2020-05-07;Extremadura;2265,0;Extremadura, Spain;467,0;108,0;1664,0;3808,0;4,0;76,0;0,0;14,0;62,0
853;2020-05-08;Extremadura;2312,0;Extremadura, Spain;472,0;109,0;1678,0;3853,0;5,0;47,0;1,0;14,0;45,0
854;2020-05-09;Extremadura;2354,0;Extremadura, Spain;477,0;109,0;1695,0;3886,0;5,0;42,0;0,0;17,0;33,0
855;2020-05-10;Extremadura;2369,0;Extremadura, Spain;480,0;109,0;1711,0;3903,0;3,0;15,0;0,0;16,0;17,0
856;2020-05-11;Extremadura;2409,0;Extremadura, Spain;483,0;109,0;1725,0;3919,0;3,0;40,0;0,0;14,0;16,0
857;2020-05-12;Extremadura;2422,0;Extremadura, Spain;487,0;109,0;1737,0;3920,0;4,0;13,0;0,0;12,0;1,0
858;2020-05-13;Extremadura;2456,0;Extremadura, Spain;489,0;109,0;1754,0;3922,0;2,0;34,0;0,0;17,0;2,0
859;2020-05-14;Extremadura;2482,0;Extremadura, Spain;492,0;109,0;1761,0;3926,0;3,0;26,0;0,0;7,0;4,0
860;2020-05-15;Extremadura;2587,0;Extremadura, Spain;494,0;109,0;1772,0;3934,0;2,0;105,0;0,0;11,0;8,0
861;2020-05-16;Extremadura;2609,0;Extremadura, Spain;497,0;109,0;1772,0;3945,0;3,0;22,0;0,0;0,0;11,0
862;2020-05-17;Extremadura;2636,0;Extremadura, Spain;500,0;110,0;1775,0;3948,0;3,0;27,0;1,0;3,0;3,0
863;2020-05-18;Extremadura;2652,0;Extremadura, Spain;500,0;110,0;1775,0;3949,0;0,0;16,0;0,0;0,0;1,0
1494;2020-05-19;Extremadura;2652,0;Extremadura, Spain;504,0;110,0;1779,0;4039,0;4,0;0,0;0,0;4,0;90,0
1495;2020-05-20;Extremadura;2652,0;Extremadura, Spain;504,0;110,0;1780,0;4041,0;0,0;0,0;0,0;1,0;2,0
1496;2020-05-21;Extremadura;2652,0;Extremadura, Spain;505,0;110,0;1780,0;4043,0;1,0;0,0;0,0;0,0;2,0
1497;2020-05-22;Extremadura;2652,0;Extremadura, Spain;506,0;110,0;1780,0;4043,0;1,0;0,0;0,0;0,0;0,0
1498;2020-05-23;Extremadura;2652,0;Extremadura, Spain;507,0;110,0;1782,0;4043,0;1,0;0,0;0,0;2,0;0,0
1499;2020-05-24;Extremadura;2652,0;Extremadura, Spain;506,0;110,0;1781,0;4043,0;-1,0;0,0;0,0;-1,0;0,0
1709;2020-02-21;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1710;2020-02-22;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1711;2020-02-23;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1712;2020-02-24;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1713;2020-02-25;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1714;2020-02-26;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1715;2020-02-27;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1716;2020-02-28;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1717;2020-02-29;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
864;2020-03-01;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1718;2020-03-02;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1719;2020-03-03;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1500;2020-03-04;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0
1501;2020-03-05;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0
1502;2020-03-06;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;2,0
1503;2020-03-07;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0
1504;2020-03-08;Galicia;0,0;Galicia, Spain;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;2,0
865;2020-03-09;Galicia;0,0;Galicia, Spain;0,0;2,0;0,0;6,0;0,0;0,0;2,0;0,0;1,0
866;2020-03-10;Galicia;0,0;Galicia, Spain;0,0;2,0;0,0;22,0;0,0;0,0;0,0;0,0;16,0
867;2020-03-11;Galicia;0,0;Galicia, Spain;0,0;2,0;7,0;35,0;0,0;0,0;0,0;7,0;13,0
868;2020-03-12;Galicia;0,0;Galicia, Spain;0,0;2,0;7,0;35,0;0,0;0,0;0,0;0,0;0,0
869;2020-03-13;Galicia;0,0;Galicia, Spain;0,0;6,0;15,0;85,0;0,0;0,0;4,0;8,0;50,0
870;2020-03-14;Galicia;3,0;Galicia, Spain;0,0;6,0;32,0;115,0;0,0;3,0;0,0;17,0;30,0
871;2020-03-15;Galicia;4,0;Galicia, Spain;2,0;6,0;32,0;195,0;2,0;1,0;0,0;0,0;80,0
872;2020-03-16;Galicia;4,0;Galicia, Spain;2,0;8,0;49,0;245,0;0,0;0,0;2,0;17,0;50,0
873;2020-03-17;Galicia;4,0;Galicia, Spain;3,0;12,0;49,0;292,0;1,0;0,0;4,0;0,0;47,0
874;2020-03-18;Galicia;4,0;Galicia, Spain;3,0;17,0;63,0;341,0;0,0;0,0;5,0;14,0;49,0
875;2020-03-19;Galicia;4,0;Galicia, Spain;4,0;24,0;100,0;453,0;1,0;0,0;7,0;37,0;112,0
876;2020-03-20;Galicia;5,0;Galicia, Spain;5,0;34,0;138,0;578,0;1,0;1,0;10,0;38,0;125,0
877;2020-03-21;Galicia;6,0;Galicia, Spain;9,0;40,0;168,0;739,0;4,0;1,0;6,0;30,0;161,0
878;2020-03-22;Galicia;16,0;Galicia, Spain;12,0;50,0;227,0;915,0;3,0;10,0;10,0;59,0;176,0
879;2020-03-23;Galicia;19,0;Galicia, Spain;18,0;62,0;270,0;1208,0;6,0;3,0;12,0;43,0;293,0
880;2020-03-24;Galicia;19,0;Galicia, Spain;20,0;78,0;338,0;1415,0;2,0;0,0;16,0;68,0;207,0
881;2020-03-25;Galicia;25,0;Galicia, Spain;27,0;100,0;412,0;1653,0;7,0;6,0;22,0;74,0;238,0
882;2020-03-26;Galicia;47,0;Galicia, Spain;32,0;107,0;503,0;1915,0;5,0;22,0;7,0;91,0;262,0
883;2020-03-27;Galicia;67,0;Galicia, Spain;43,0;122,0;557,0;2322,0;11,0;20,0;15,0;54,0;407,0
884;2020-03-28;Galicia;95,0;Galicia, Spain;47,0;141,0;906,0;2772,0;4,0;28,0;19,0;349,0;450,0
885;2020-03-29;Galicia;153,0;Galicia, Spain;60,0;159,0;1043,0;3139,0;13,0;58,0;18,0;137,0;367,0
886;2020-03-30;Galicia;168,0;Galicia, Spain;66,0;176,0;1147,0;3723,0;6,0;15,0;17,0;104,0;584,0
887;2020-03-31;Galicia;187,0;Galicia, Spain;84,0;189,0;1250,0;4039,0;18,0;19,0;13,0;103,0;316,0
888;2020-04-01;Galicia;259,0;Galicia, Spain;103,0;203,0;1338,0;4432,0;19,0;72,0;14,0;88,0;393,0
889;2020-04-02;Galicia;333,0;Galicia, Spain;120,0;212,0;1447,0;4842,0;17,0;74,0;9,0;109,0;410,0
890;2020-04-03;Galicia;435,0;Galicia, Spain;138,0;219,0;1630,0;5219,0;18,0;102,0;7,0;183,0;377,0
891;2020-04-04;Galicia;531,0;Galicia, Spain;159,0;229,0;1767,0;5625,0;21,0;96,0;10,0;137,0;406,0
892;2020-04-05;Galicia;587,0;Galicia, Spain;174,0;237,0;1831,0;5944,0;15,0;56,0;8,0;64,0;319,0
893;2020-04-06;Galicia;610,0;Galicia, Spain;190,0;245,0;1916,0;6151,0;16,0;23,0;8,0;85,0;207,0
894;2020-04-07;Galicia;688,0;Galicia, Spain;204,0;253,0;1968,0;6331,0;14,0;78,0;8,0;52,0;180,0
895;2020-04-08;Galicia;800,0;Galicia, Spain;213,0;256,0;2014,0;6538,0;9,0;112,0;3,0;46,0;207,0
896;2020-04-09;Galicia;910,0;Galicia, Spain;231,0;260,0;2094,0;6758,0;18,0;110,0;4,0;80,0;220,0
897;2020-04-10;Galicia;997,0;Galicia, Spain;243,0;263,0;2165,0;6946,0;12,0;87,0;3,0;71,0;188,0
898;2020-04-11;Galicia;1082,0;Galicia, Spain;261,0;264,0;2215,0;7176,0;18,0;85,0;1,0;50,0;230,0
899;2020-04-12;Galicia;1143,0;Galicia, Spain;274,0;267,0;2306,0;7336,0;13,0;61,0;3,0;91,0;160,0
900;2020-04-13;Galicia;1186,0;Galicia, Spain;284,0;275,0;2344,0;7494,0;10,0;43,0;8,0;38,0;158,0
901;2020-04-14;Galicia;1240,0;Galicia, Spain;290,0;280,0;2403,0;7597,0;6,0;54,0;5,0;59,0;103,0
902;2020-04-15;Galicia;1298,0;Galicia, Spain;299,0;282,0;2471,0;7708,0;9,0;58,0;2,0;68,0;111,0
903;2020-04-16;Galicia;1383,0;Galicia, Spain;310,0;282,0;2494,0;7873,0;11,0;85,0;0,0;23,0;165,0
904;2020-04-17;Galicia;1456,0;Galicia, Spain;320,0;290,0;2535,0;8013,0;10,0;73,0;8,0;41,0;140,0
905;2020-04-18;Galicia;1507,0;Galicia, Spain;334,0;291,0;2554,0;8084,0;14,0;51,0;1,0;19,0;71,0
906;2020-04-19;Galicia;1536,0;Galicia, Spain;346,0;294,0;2590,0;8185,0;12,0;29,0;3,0;36,0;101,0
907;2020-04-20;Galicia;1548,0;Galicia, Spain;352,0;296,0;2609,0;8299,0;6,0;12,0;2,0;19,0;114,0
908;2020-04-21;Galicia;1588,0;Galicia, Spain;360,0;296,0;2652,0;8468,0;8,0;40,0;0,0;43,0;169,0
909;2020-04-22;Galicia;1625,0;Galicia, Spain;368,0;297,0;2674,0;8634,0;8,0;37,0;1,0;22,0;166,0
910;2020-04-23;Galicia;1676,0;Galicia, Spain;375,0;298,0;2694,0;8805,0;7,0;51,0;1,0;20,0;171,0
911;2020-04-24;Galicia;1730,0;Galicia, Spain;382,0;301,0;2707,0;8932,0;7,0;54,0;3,0;13,0;127,0
912;2020-04-25;Galicia;1783,0;Galicia, Spain;388,0;302,0;2717,0;9116,0;6,0;53,0;1,0;10,0;184,0
913;2020-04-26;Galicia;1803,0;Galicia, Spain;394,0;303,0;2724,0;9176,0;6,0;20,0;1,0;7,0;60,0
914;2020-04-27;Galicia;1816,0;Galicia, Spain;405,0;304,0;2728,0;9238,0;11,0;13,0;1,0;4,0;62,0
915;2020-04-28;Galicia;1841,0;Galicia, Spain;412,0;305,0;2734,0;9328,0;7,0;25,0;1,0;6,0;90,0
916;2020-04-29;Galicia;5393,0;Galicia, Spain;551,0;308,0;2736,0;9484,0;139,0;3552,0;3,0;2,0;156,0
917;2020-04-30;Galicia;5573,0;Galicia, Spain;551,0;310,0;2747,0;9579,0;0,0;180,0;2,0;11,0;95,0
918;2020-05-01;Galicia;5816,0;Galicia, Spain;558,0;313,0;2759,0;9617,0;7,0;243,0;3,0;12,0;38,0
919;2020-05-02;Galicia;5981,0;Galicia, Spain;563,0;313,0;2769,0;9652,0;5,0;165,0;0,0;10,0;35,0
920;2020-05-03;Galicia;6075,0;Galicia, Spain;569,0;315,0;2774,0;9685,0;6,0;94,0;2,0;5,0;33,0
921;2020-05-04;Galicia;6234,0;Galicia, Spain;575,0;315,0;2782,0;9707,0;6,0;159,0;0,0;8,0;22,0
922;2020-05-05;Galicia;6561,0;Galicia, Spain;579,0;317,0;2792,0;9783,0;4,0;327,0;2,0;10,0;76,0
923;2020-05-06;Galicia;6802,0;Galicia, Spain;588,0;319,0;2811,0;9996,0;9,0;241,0;2,0;19,0;213,0
924;2020-05-07;Galicia;6959,0;Galicia, Spain;591,0;320,0;2833,0;10077,0;3,0;157,0;1,0;22,0;81,0
925;2020-05-08;Galicia;7138,0;Galicia, Spain;592,0;321,0;2852,0;10221,0;1,0;179,0;1,0;19,0;144,0
926;2020-05-09;Galicia;7225,0;Galicia, Spain;595,0;323,0;2876,0;10322,0;3,0;87,0;2,0;24,0;101,0
927;2020-05-10;Galicia;7347,0;Galicia, Spain;596,0;325,0;2886,0;10370,0;1,0;122,0;2,0;10,0;48,0
928;2020-05-11;Galicia;7444,0;Galicia, Spain;597,0;326,0;2902,0;10388,0;1,0;97,0;1,0;16,0;18,0
929;2020-05-12;Galicia;7820,0;Galicia, Spain;598,0;326,0;2905,0;10449,0;1,0;376,0;0,0;3,0;61,0
930;2020-05-13;Galicia;7996,0;Galicia, Spain;599,0;327,0;2909,0;10495,0;1,0;176,0;1,0;4,0;46,0
931;2020-05-14;Galicia;8157,0;Galicia, Spain;603,0;327,0;2915,0;10545,0;4,0;161,0;0,0;6,0;50,0
932;2020-05-15;Galicia;8283,0;Galicia, Spain;603,0;332,0;2921,0;10605,0;0,0;126,0;5,0;6,0;60,0
933;2020-05-16;Galicia;8820,0;Galicia, Spain;604,0;332,0;2923,0;10934,0;1,0;537,0;0,0;2,0;329,0
934;2020-05-17;Galicia;9155,0;Galicia, Spain;606,0;332,0;2926,0;10960,0;2,0;335,0;0,0;3,0;26,0
935;2020-05-18;Galicia;9204,0;Galicia, Spain;607,0;332,0;2934,0;10982,0;1,0;49,0;0,0;8,0;22,0
1505;2020-05-19;Galicia;9204,0;Galicia, Spain;607,0;332,0;2935,0;11024,0;0,0;0,0;0,0;1,0;42,0
1506;2020-05-20;Galicia;9204,0;Galicia, Spain;607,0;334,0;2939,0;11081,0;0,0;0,0;2,0;4,0;57,0
