;fecha;CCAA;total_altas;Localizacion;total_fallecidos;total_uci;total_hospitalizados;total_casos;total_fallecidos_diff;total_altas_diff;total_uci_diff;total_hospitalizados_diff;total_casos_diff
1524;2020-03-06;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1525;2020-03-07;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1526;2020-03-08;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1009;2020-03-09;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1010;2020-03-10;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1011;2020-03-11;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1012;2020-03-12;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1013;2020-03-13;Melilla;0,0;Melilla, Spain;0,0;0,0;3,0;2,0;0,0;0,0;0,0;3,0;2,0
1014;2020-03-14;Melilla;0,0;Melilla, Spain;0,0;0,0;3,0;3,0;0,0;0,0;0,0;0,0;1,0
1015;2020-03-15;Melilla;0,0;Melilla, Spain;0,0;0,0;4,0;8,0;0,0;0,0;0,0;1,0;5,0
1016;2020-03-16;Melilla;0,0;Melilla, Spain;0,0;0,0;4,0;8,0;0,0;0,0;0,0;0,0;0,0
1017;2020-03-17;Melilla;0,0;Melilla, Spain;0,0;0,0;4,0;17,0;0,0;0,0;0,0;0,0;9,0
1018;2020-03-18;Melilla;0,0;Melilla, Spain;0,0;0,0;4,0;20,0;0,0;0,0;0,0;0,0;3,0
1019;2020-03-19;Melilla;0,0;Melilla, Spain;0,0;0,0;4,0;23,0;0,0;0,0;0,0;0,0;3,0
1020;2020-03-20;Melilla;0,0;Melilla, Spain;0,0;1,0;5,0;24,0;0,0;0,0;1,0;1,0;1,0
1021;2020-03-21;Melilla;0,0;Melilla, Spain;0,0;1,0;8,0;25,0;0,0;0,0;0,0;3,0;1,0
1022;2020-03-22;Melilla;0,0;Melilla, Spain;0,0;1,0;12,0;25,0;0,0;0,0;0,0;4,0;0,0
1023;2020-03-23;Melilla;0,0;Melilla, Spain;0,0;1,0;12,0;28,0;0,0;0,0;0,0;0,0;3,0
1024;2020-03-24;Melilla;0,0;Melilla, Spain;0,0;1,0;12,0;28,0;0,0;0,0;0,0;0,0;0,0
1025;2020-03-25;Melilla;0,0;Melilla, Spain;0,0;2,0;14,0;38,0;0,0;0,0;1,0;2,0;10,0
1026;2020-03-26;Melilla;0,0;Melilla, Spain;1,0;2,0;16,0;39,0;1,0;0,0;0,0;2,0;1,0
1027;2020-03-27;Melilla;0,0;Melilla, Spain;1,0;2,0;18,0;42,0;0,0;0,0;0,0;2,0;3,0
1028;2020-03-28;Melilla;0,0;Melilla, Spain;1,0;2,0;22,0;45,0;0,0;0,0;0,0;4,0;3,0
1029;2020-03-29;Melilla;0,0;Melilla, Spain;1,0;2,0;24,0;48,0;0,0;0,0;0,0;2,0;3,0
1030;2020-03-30;Melilla;0,0;Melilla, Spain;1,0;3,0;27,0;51,0;0,0;0,0;1,0;3,0;3,0
1031;2020-03-31;Melilla;0,0;Melilla, Spain;1,0;3,0;27,0;54,0;0,0;0,0;0,0;0,0;3,0
1032;2020-04-01;Melilla;0,0;Melilla, Spain;1,0;3,0;32,0;62,0;0,0;0,0;0,0;5,0;8,0
1033;2020-04-02;Melilla;0,0;Melilla, Spain;1,0;3,0;32,0;62,0;0,0;0,0;0,0;0,0;0,0
1034;2020-04-03;Melilla;4,0;Melilla, Spain;2,0;3,0;34,0;70,0;1,0;4,0;0,0;2,0;8,0
1035;2020-04-04;Melilla;9,0;Melilla, Spain;2,0;3,0;37,0;79,0;0,0;5,0;0,0;3,0;9,0
1036;2020-04-05;Melilla;11,0;Melilla, Spain;2,0;3,0;38,0;83,0;0,0;2,0;0,0;1,0;4,0
1037;2020-04-06;Melilla;11,0;Melilla, Spain;2,0;3,0;38,0;86,0;0,0;0,0;0,0;0,0;3,0
1038;2020-04-07;Melilla;11,0;Melilla, Spain;2,0;3,0;40,0;92,0;0,0;0,0;0,0;2,0;6,0
1039;2020-04-08;Melilla;12,0;Melilla, Spain;2,0;3,0;40,0;93,0;0,0;1,0;0,0;0,0;1,0
1040;2020-04-09;Melilla;16,0;Melilla, Spain;2,0;3,0;40,0;93,0;0,0;4,0;0,0;0,0;0,0
1041;2020-04-10;Melilla;17,0;Melilla, Spain;2,0;3,0;41,0;95,0;0,0;1,0;0,0;1,0;2,0
1042;2020-04-11;Melilla;18,0;Melilla, Spain;2,0;3,0;43,0;98,0;0,0;1,0;0,0;2,0;3,0
1043;2020-04-12;Melilla;18,0;Melilla, Spain;2,0;3,0;43,0;98,0;0,0;0,0;0,0;0,0;0,0
1044;2020-04-13;Melilla;18,0;Melilla, Spain;2,0;3,0;43,0;101,0;0,0;0,0;0,0;0,0;3,0
1045;2020-04-14;Melilla;18,0;Melilla, Spain;2,0;3,0;43,0;101,0;0,0;0,0;0,0;0,0;0,0
1046;2020-04-15;Melilla;24,0;Melilla, Spain;2,0;3,0;43,0;102,0;0,0;6,0;0,0;0,0;1,0
1047;2020-04-16;Melilla;27,0;Melilla, Spain;2,0;3,0;43,0;103,0;0,0;3,0;0,0;0,0;1,0
1048;2020-04-17;Melilla;30,0;Melilla, Spain;2,0;3,0;44,0;104,0;0,0;3,0;0,0;1,0;1,0
1049;2020-04-18;Melilla;30,0;Melilla, Spain;2,0;3,0;44,0;104,0;0,0;0,0;0,0;0,0;0,0
1050;2020-04-19;Melilla;44,0;Melilla, Spain;2,0;3,0;44,0;107,0;0,0;14,0;0,0;0,0;3,0
1051;2020-04-20;Melilla;46,0;Melilla, Spain;2,0;3,0;44,0;109,0;0,0;2,0;0,0;0,0;2,0
1052;2020-04-21;Melilla;46,0;Melilla, Spain;2,0;3,0;44,0;110,0;0,0;0,0;0,0;0,0;1,0
1053;2020-04-22;Melilla;50,0;Melilla, Spain;2,0;3,0;44,0;111,0;0,0;4,0;0,0;0,0;1,0
1054;2020-04-23;Melilla;55,0;Melilla, Spain;2,0;3,0;44,0;113,0;0,0;5,0;0,0;0,0;2,0
1055;2020-04-24;Melilla;61,0;Melilla, Spain;2,0;3,0;44,0;116,0;0,0;6,0;0,0;0,0;3,0
1056;2020-04-25;Melilla;77,0;Melilla, Spain;2,0;3,0;44,0;118,0;0,0;16,0;0,0;0,0;2,0
1057;2020-04-26;Melilla;81,0;Melilla, Spain;2,0;3,0;44,0;121,0;0,0;4,0;0,0;0,0;3,0
1058;2020-04-27;Melilla;87,0;Melilla, Spain;2,0;3,0;44,0;121,0;0,0;6,0;0,0;0,0;0,0
1059;2020-04-28;Melilla;92,0;Melilla, Spain;2,0;3,0;44,0;125,0;0,0;5,0;0,0;0,0;4,0
1060;2020-04-29;Melilla;95,0;Melilla, Spain;2,0;3,0;44,0;125,0;0,0;3,0;0,0;0,0;0,0
1061;2020-04-30;Melilla;96,0;Melilla, Spain;2,0;3,0;44,0;125,0;0,0;1,0;0,0;0,0;0,0
1062;2020-05-01;Melilla;96,0;Melilla, Spain;2,0;3,0;44,0;126,0;0,0;0,0;0,0;0,0;1,0
1063;2020-05-02;Melilla;96,0;Melilla, Spain;2,0;3,0;44,0;126,0;0,0;0,0;0,0;0,0;0,0
1064;2020-05-03;Melilla;98,0;Melilla, Spain;2,0;3,0;44,0;129,0;0,0;2,0;0,0;0,0;3,0
1065;2020-05-04;Melilla;101,0;Melilla, Spain;2,0;3,0;44,0;131,0;0,0;3,0;0,0;0,0;2,0
1066;2020-05-05;Melilla;101,0;Melilla, Spain;2,0;3,0;44,0;131,0;0,0;0,0;0,0;0,0;0,0
1067;2020-05-06;Melilla;104,0;Melilla, Spain;2,0;3,0;44,0;131,0;0,0;3,0;0,0;0,0;0,0
1068;2020-05-07;Melilla;108,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;4,0;0,0;0,0;1,0
1069;2020-05-08;Melilla;108,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;0,0;0,0;0,0;0,0
1070;2020-05-09;Melilla;108,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;0,0;0,0;0,0;0,0
1071;2020-05-10;Melilla;111,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;3,0;0,0;0,0;0,0
1072;2020-05-11;Melilla;113,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;2,0;0,0;0,0;0,0
1073;2020-05-12;Melilla;115,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;2,0;0,0;0,0;0,0
1074;2020-05-13;Melilla;115,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;0,0;0,0;0,0;0,0
1075;2020-05-14;Melilla;119,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;4,0;0,0;0,0;0,0
1076;2020-05-15;Melilla;119,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;0,0;0,0;0,0;0,0
1077;2020-05-16;Melilla;122,0;Melilla, Spain;2,0;3,0;44,0;132,0;0,0;3,0;0,0;0,0;0,0
1078;2020-05-17;Melilla;124,0;Melilla, Spain;2,0;3,0;44,0;134,0;0,0;2,0;0,0;0,0;2,0
1079;2020-05-18;Melilla;125,0;Melilla, Spain;2,0;3,0;44,0;134,0;0,0;1,0;0,0;0,0;0,0
1527;2020-05-19;Melilla;125,0;Melilla, Spain;2,0;3,0;44,0;134,0;0,0;0,0;0,0;0,0;0,0
1528;2020-05-20;Melilla;125,0;Melilla, Spain;2,0;3,0;44,0;134,0;0,0;0,0;0,0;0,0;0,0
1529;2020-05-21;Melilla;125,0;Melilla, Spain;2,0;3,0;44,0;134,0;0,0;0,0;0,0;0,0;0,0
1530;2020-05-22;Melilla;125,0;Melilla, Spain;2,0;3,0;44,0;134,0;0,0;0,0;0,0;0,0;0,0
1531;2020-05-23;Melilla;125,0;Melilla, Spain;2,0;3,0;44,0;134,0;0,0;0,0;0,0;0,0;0,0
1532;2020-05-24;Melilla;125,0;Melilla, Spain;2,0;3,0;44,0;134,0;0,0;0,0;0,0;0,0;0,0
1742;2020-02-21;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1743;2020-02-22;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1744;2020-02-23;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1745;2020-02-24;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1746;2020-02-25;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1747;2020-02-26;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1748;2020-02-27;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1749;2020-02-28;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1750;2020-02-29;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1080;2020-03-01;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1751;2020-03-02;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1752;2020-03-03;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1533;2020-03-04;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1534;2020-03-05;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1535;2020-03-06;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1536;2020-03-07;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1537;2020-03-08;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0
1081;2020-03-09;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;3,0
1082;2020-03-10;Murcia;0,0;Murcia, Spain;0,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;5,0
1083;2020-03-11;Murcia;0,0;Murcia, Spain;0,0;0,0;5,0;11,0;0,0;0,0;0,0;5,0;2,0
1084;2020-03-12;Murcia;0,0;Murcia, Spain;0,0;1,0;5,0;26,0;0,0;0,0;1,0;0,0;15,0
1085;2020-03-13;Murcia;0,0;Murcia, Spain;0,0;2,0;8,0;35,0;0,0;0,0;1,0;3,0;9,0
1086;2020-03-14;Murcia;0,0;Murcia, Spain;0,0;2,0;8,0;47,0;0,0;0,0;0,0;0,0;12,0
1087;2020-03-15;Murcia;0,0;Murcia, Spain;0,0;2,0;13,0;71,0;0,0;0,0;0,0;5,0;24,0
1088;2020-03-16;Murcia;1,0;Murcia, Spain;0,0;2,0;13,0;77,0;0,0;1,0;0,0;0,0;6,0
1089;2020-03-17;Murcia;1,0;Murcia, Spain;0,0;3,0;18,0;97,0;0,0;0,0;1,0;5,0;20,0
1090;2020-03-18;Murcia;1,0;Murcia, Spain;0,0;4,0;22,0;122,0;0,0;0,0;1,0;4,0;25,0
1091;2020-03-19;Murcia;1,0;Murcia, Spain;0,0;6,0;36,0;167,0;0,0;0,0;2,0;14,0;45,0
1092;2020-03-20;Murcia;1,0;Murcia, Spain;0,0;11,0;47,0;204,0;0,0;0,0;5,0;11,0;37,0
1093;2020-03-21;Murcia;1,0;Murcia, Spain;1,0;14,0;61,0;240,0;1,0;0,0;3,0;14,0;36,0
1094;2020-03-22;Murcia;1,0;Murcia, Spain;1,0;16,0;78,0;296,0;0,0;0,0;2,0;17,0;56,0
1095;2020-03-23;Murcia;1,0;Murcia, Spain;2,0;23,0;80,0;345,0;1,0;0,0;7,0;2,0;49,0
1096;2020-03-24;Murcia;1,0;Murcia, Spain;3,0;26,0;99,0;385,0;1,0;0,0;3,0;19,0;40,0
1097;2020-03-25;Murcia;4,0;Murcia, Spain;5,0;33,0;127,0;477,0;2,0;3,0;7,0;28,0;92,0
1098;2020-03-26;Murcia;9,0;Murcia, Spain;8,0;36,0;172,0;596,0;3,0;5,0;3,0;45,0;119,0
1099;2020-03-27;Murcia;12,0;Murcia, Spain;15,0;53,0;209,0;714,0;7,0;3,0;17,0;37,0;118,0
1100;2020-03-28;Murcia;12,0;Murcia, Spain;17,0;58,0;231,0;802,0;2,0;0,0;5,0;22,0;88,0
1101;2020-03-29;Murcia;16,0;Murcia, Spain;20,0;58,0;260,0;872,0;3,0;4,0;0,0;29,0;70,0
1102;2020-03-30;Murcia;17,0;Murcia, Spain;25,0;58,0;265,0;939,0;5,0;1,0;0,0;5,0;67,0
1103;2020-03-31;Murcia;20,0;Murcia, Spain;34,0;59,0;283,0;974,0;9,0;3,0;1,0;18,0;35,0
1104;2020-04-01;Murcia;43,0;Murcia, Spain;37,0;59,0;304,0;1041,0;3,0;23,0;0,0;21,0;67,0
1105;2020-04-02;Murcia;45,0;Murcia, Spain;42,0;68,0;389,0;1084,0;5,0;2,0;9,0;85,0;43,0
1106;2020-04-03;Murcia;90,0;Murcia, Spain;46,0;72,0;405,0;1145,0;4,0;45,0;4,0;16,0;61,0
1107;2020-04-04;Murcia;113,0;Murcia, Spain;51,0;79,0;434,0;1188,0;5,0;23,0;7,0;29,0;43,0
1108;2020-04-05;Murcia;130,0;Murcia, Spain;59,0;80,0;447,0;1235,0;8,0;17,0;1,0;13,0;47,0
1109;2020-04-06;Murcia;156,0;Murcia, Spain;68,0;81,0;468,0;1259,0;9,0;26,0;1,0;21,0;24,0
1110;2020-04-07;Murcia;193,0;Murcia, Spain;78,0;84,0;500,0;1263,0;10,0;37,0;3,0;32,0;4,0
1111;2020-04-08;Murcia;203,0;Murcia, Spain;85,0;86,0;515,0;1305,0;7,0;10,0;2,0;15,0;42,0
1112;2020-04-09;Murcia;219,0;Murcia, Spain;88,0;87,0;533,0;1340,0;3,0;16,0;1,0;18,0;35,0
1113;2020-04-10;Murcia;255,0;Murcia, Spain;90,0;88,0;533,0;1367,0;2,0;36,0;1,0;0,0;27,0
1114;2020-04-11;Murcia;275,0;Murcia, Spain;94,0;88,0;533,0;1404,0;4,0;20,0;0,0;0,0;37,0
1115;2020-04-12;Murcia;344,0;Murcia, Spain;97,0;91,0;537,0;1436,0;3,0;69,0;3,0;4,0;32,0
1116;2020-04-13;Murcia;353,0;Murcia, Spain;101,0;94,0;543,0;1452,0;4,0;9,0;3,0;6,0;16,0
1117;2020-04-14;Murcia;476,0;Murcia, Spain;106,0;96,0;566,0;1479,0;5,0;123,0;2,0;23,0;27,0
1118;2020-04-15;Murcia;513,0;Murcia, Spain;109,0;97,0;574,0;1528,0;3,0;37,0;1,0;8,0;49,0
1119;2020-04-16;Murcia;516,0;Murcia, Spain;111,0;97,0;575,0;1590,0;2,0;3,0;0,0;1,0;62,0
1120;2020-04-17;Murcia;545,0;Murcia, Spain;112,0;99,0;585,0;1626,0;1,0;29,0;2,0;10,0;36,0
1121;2020-04-18;Murcia;638,0;Murcia, Spain;115,0;102,0;611,0;1647,0;3,0;93,0;3,0;26,0;21,0
1122;2020-04-19;Murcia;652,0;Murcia, Spain;116,0;102,0;612,0;1653,0;1,0;14,0;0,0;1,0;6,0
1123;2020-04-20;Murcia;662,0;Murcia, Spain;117,0;103,0;612,0;1659,0;1,0;10,0;1,0;0,0;6,0
1124;2020-04-21;Murcia;702,0;Murcia, Spain;120,0;104,0;614,0;1696,0;3,0;40,0;1,0;2,0;37,0
1125;2020-04-22;Murcia;761,0;Murcia, Spain;123,0;104,0;622,0;1717,0;3,0;59,0;0,0;8,0;21,0
1126;2020-04-23;Murcia;766,0;Murcia, Spain;124,0;104,0;624,0;1721,0;1,0;5,0;0,0;2,0;4,0
1127;2020-04-24;Murcia;791,0;Murcia, Spain;125,0;105,0;625,0;1741,0;1,0;25,0;1,0;1,0;20,0
1128;2020-04-25;Murcia;842,0;Murcia, Spain;126,0;105,0;625,0;1756,0;1,0;51,0;0,0;0,0;15,0
1129;2020-04-26;Murcia;920,0;Murcia, Spain;127,0;106,0;627,0;1771,0;1,0;78,0;1,0;2,0;15,0
1130;2020-04-27;Murcia;990,0;Murcia, Spain;128,0;106,0;627,0;1771,0;1,0;70,0;0,0;0,0;0,0
1131;2020-04-28;Murcia;1113,0;Murcia, Spain;130,0;106,0;629,0;1793,0;2,0;123,0;0,0;2,0;22,0
1132;2020-04-29;Murcia;1153,0;Murcia, Spain;130,0;106,0;635,0;1840,0;0,0;40,0;0,0;6,0;47,0
1133;2020-04-30;Murcia;1202,0;Murcia, Spain;130,0;108,0;637,0;1894,0;0,0;49,0;2,0;2,0;54,0
1134;2020-05-01;Murcia;1229,0;Murcia, Spain;132,0;109,0;638,0;1960,0;2,0;27,0;1,0;1,0;66,0
1135;2020-05-02;Murcia;1251,0;Murcia, Spain;132,0;110,0;639,0;1966,0;0,0;22,0;1,0;1,0;6,0
1136;2020-05-03;Murcia;1260,0;Murcia, Spain;134,0;110,0;641,0;1974,0;2,0;9,0;0,0;2,0;8,0
1137;2020-05-04;Murcia;1277,0;Murcia, Spain;134,0;110,0;645,0;1974,0;0,0;17,0;0,0;4,0;0,0
1138;2020-05-05;Murcia;1381,0;Murcia, Spain;136,0;111,0;650,0;2051,0;2,0;104,0;1,0;5,0;77,0
1139;2020-05-06;Murcia;1465,0;Murcia, Spain;136,0;111,0;650,0;2133,0;0,0;84,0;0,0;0,0;82,0
1140;2020-05-07;Murcia;1527,0;Murcia, Spain;137,0;111,0;652,0;2192,0;1,0;62,0;0,0;2,0;59,0
1141;2020-05-08;Murcia;1662,0;Murcia, Spain;137,0;112,0;659,0;2252,0;0,0;135,0;1,0;7,0;60,0
1142;2020-05-09;Murcia;1767,0;Murcia, Spain;138,0;112,0;662,0;2263,0;1,0;105,0;0,0;3,0;11,0
1143;2020-05-10;Murcia;1782,0;Murcia, Spain;139,0;112,0;662,0;2329,0;1,0;15,0;0,0;0,0;66,0
1144;2020-05-11;Murcia;1786,0;Murcia, Spain;139,0;112,0;665,0;2332,0;0,0;4,0;0,0;3,0;3,0
1145;2020-05-12;Murcia;1819,0;Murcia, Spain;139,0;112,0;665,0;2333,0;0,0;33,0;0,0;0,0;1,0
1146;2020-05-13;Murcia;1861,0;Murcia, Spain;142,0;112,0;666,0;2398,0;3,0;42,0;0,0;1,0;65,0
1147;2020-05-14;Murcia;1998,0;Murcia, Spain;142,0;112,0;672,0;2437,0;0,0;137,0;0,0;6,0;39,0
1148;2020-05-15;Murcia;2034,0;Murcia, Spain;143,0;112,0;675,0;2477,0;1,0;36,0;0,0;3,0;40,0
1149;2020-05-16;Murcia;2073,0;Murcia, Spain;144,0;112,0;676,0;2546,0;1,0;39,0;0,0;1,0;69,0
1150;2020-05-17;Murcia;2084,0;Murcia, Spain;144,0;112,0;676,0;2566,0;0,0;11,0;0,0;0,0;20,0
1151;2020-05-18;Murcia;2180,0;Murcia, Spain;145,0;112,0;678,0;2595,0;1,0;96,0;0,0;2,0;29,0
1538;2020-05-19;Murcia;2180,0;Murcia, Spain;145,0;112,0;679,0;2597,0;0,0;0,0;0,0;1,0;2,0
1539;2020-05-20;Murcia;2180,0;Murcia, Spain;148,0;112,0;679,0;2599,0;3,0;0,0;0,0;0,0;2,0
1540;2020-05-21;Murcia;2180,0;Murcia, Spain;149,0;112,0;680,0;2609,0;1,0;0,0;0,0;1,0;10,0
1541;2020-05-22;Murcia;2180,0;Murcia, Spain;149,0;112,0;679,0;2609,0;0,0;0,0;0,0;-1,0;0,0
1542;2020-05-23;Murcia;2180,0;Murcia, Spain;149,0;112,0;685,0;2609,0;0,0;0,0;0,0;6,0;0,0
1543;2020-05-24;Murcia;2180,0;Murcia, Spain;149,0;112,0;685,0;2609,0;0,0;0,0;0,0;0,0;0,0
1753;2020-02-21;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1754;2020-02-22;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1755;2020-02-23;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1756;2020-02-24;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1757;2020-02-25;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1758;2020-02-26;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1759;2020-02-27;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1760;2020-02-28;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1761;2020-02-29;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1152;2020-03-01;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0
1762;2020-03-02;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0
1763;2020-03-03;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0
1544;2020-03-04;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;2,0
1545;2020-03-05;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0
1546;2020-03-06;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0
1547;2020-03-07;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0
1548;2020-03-08;Navarra;0,0;Navarra, Spain;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0
1153;2020-03-09;Navarra;0,0;Navarra, Spain;0,0;1,0;0,0;3,0;0,0;0,0;1,0;0,0;0,0
1154;2020-03-10;Navarra;0,0;Navarra, Spain;0,0;2,0;0,0;12,0;0,0;0,0;1,0;0,0;9,0
1155;2020-03-11;Navarra;0,0;Navarra, Spain;0,0;3,0;10,0;46,0;0,0;0,0;1,0;10,0;34,0
1156;2020-03-12;Navarra;0,0;Navarra, Spain;0,0;3,0;17,0;73,0;0,0;0,0;0,0;7,0;27,0
1157;2020-03-13;Navarra;0,0;Navarra, Spain;0,0;4,0;28,0;130,0;0,0;0,0;1,0;11,0;57,0
1158;2020-03-14;Navarra;0,0;Navarra, Spain;0,0;4,0;28,0;146,0;0,0;0,0;0,0;0,0;16,0
1159;2020-03-15;Navarra;0,0;Navarra, Spain;0,0;4,0;34,0;183,0;0,0;0,0;0,0;6,0;37,0
1160;2020-03-16;Navarra;0,0;Navarra, Spain;1,0;5,0;58,0;274,0;1,0;0,0;1,0;24,0;91,0
1161;2020-03-17;Navarra;0,0;Navarra, Spain;2,0;10,0;72,0;313,0;1,0;0,0;5,0;14,0;39,0
1162;2020-03-18;Navarra;0,0;Navarra, Spain;3,0;10,0;93,0;386,0;1,0;0,0;0,0;21,0;73,0
1163;2020-03-19;Navarra;0,0;Navarra, Spain;4,0;11,0;132,0;482,0;1,0;0,0;1,0;39,0;96,0
1164;2020-03-20;Navarra;1,0;Navarra, Spain;5,0;19,0;172,0;554,0;1,0;1,0;8,0;40,0;72,0
1165;2020-03-21;Navarra;1,0;Navarra, Spain;9,0;25,0;222,0;664,0;4,0;0,0;6,0;50,0;110,0
1166;2020-03-22;Navarra;4,0;Navarra, Spain;14,0;30,0;288,0;794,0;5,0;3,0;5,0;66,0;130,0
1167;2020-03-23;Navarra;7,0;Navarra, Spain;24,0;40,0;339,0;886,0;10,0;3,0;10,0;51,0;92,0
1168;2020-03-24;Navarra;11,0;Navarra, Spain;31,0;45,0;405,0;1014,0;7,0;4,0;5,0;66,0;128,0
1169;2020-03-25;Navarra;23,0;Navarra, Spain;33,0;51,0;506,0;1197,0;2,0;12,0;6,0;101,0;183,0
1170;2020-03-26;Navarra;35,0;Navarra, Spain;49,0;54,0;649,0;1411,0;16,0;12,0;3,0;143,0;214,0
1171;2020-03-27;Navarra;70,0;Navarra, Spain;58,0;75,0;732,0;1641,0;9,0;35,0;21,0;83,0;230,0
1172;2020-03-28;Navarra;98,0;Navarra, Spain;70,0;84,0;827,0;1829,0;12,0;28,0;9,0;95,0;188,0
1173;2020-03-29;Navarra;125,0;Navarra, Spain;84,0;90,0;896,0;2011,0;14,0;27,0;6,0;69,0;182,0
1174;2020-03-30;Navarra;161,0;Navarra, Spain;102,0;96,0;955,0;2146,0;18,0;36,0;6,0;59,0;135,0
1175;2020-03-31;Navarra;192,0;Navarra, Spain;113,0;99,0;1035,0;2305,0;11,0;31,0;3,0;80,0;159,0
1176;2020-04-01;Navarra;236,0;Navarra, Spain;130,0;104,0;1120,0;2497,0;17,0;44,0;5,0;85,0;192,0
