,fecha,cod_ine,CCAA,total_casos,Province,Country,Full Location
354,2020-05-12,4,Baleares,2054,Baleares,Spain,"Baleares, Spain"
355,2020-05-13,4,Baleares,2059,Baleares,Spain,"Baleares, Spain"
356,2020-05-14,4,Baleares,2060,Baleares,Spain,"Baleares, Spain"
357,2020-05-15,4,Baleares,2069,Baleares,Spain,"Baleares, Spain"
358,2020-05-16,4,Baleares,2085,Baleares,Spain,"Baleares, Spain"
359,2020-05-17,4,Baleares,2094,Baleares,Spain,"Baleares, Spain"
360,2020-05-18,4,Baleares,2096,Baleares,Spain,"Baleares, Spain"
361,2020-05-19,4,Baleares,2109,Baleares,Spain,"Baleares, Spain"
362,2020-05-20,4,Baleares,2122,Baleares,Spain,"Baleares, Spain"
363,2020-05-21,4,Baleares,2131,Baleares,Spain,"Baleares, Spain"
364,2020-02-21,5,Canarias,1,Canarias,Spain,"Canarias, Spain"
365,2020-02-22,5,Canarias,1,Canarias,Spain,"Canarias, Spain"
366,2020-02-23,5,Canarias,1,Canarias,Spain,"Canarias, Spain"
367,2020-02-24,5,Canarias,1,Canarias,Spain,"Canarias, Spain"
368,2020-02-25,5,Canarias,2,Canarias,Spain,"Canarias, Spain"
369,2020-02-26,5,Canarias,5,Canarias,Spain,"Canarias, Spain"
370,2020-02-27,5,Canarias,6,Canarias,Spain,"Canarias, Spain"
371,2020-02-28,5,Canarias,6,Canarias,Spain,"Canarias, Spain"
372,2020-02-29,5,Canarias,6,Canarias,Spain,"Canarias, Spain"
373,2020-03-01,5,Canarias,7,Canarias,Spain,"Canarias, Spain"
374,2020-03-02,5,Canarias,7,Canarias,Spain,"Canarias, Spain"
375,2020-03-03,5,Canarias,7,Canarias,Spain,"Canarias, Spain"
376,2020-03-04,5,Canarias,7,Canarias,Spain,"Canarias, Spain"
377,2020-03-05,5,Canarias,8,Canarias,Spain,"Canarias, Spain"
378,2020-03-06,5,Canarias,11,Canarias,Spain,"Canarias, Spain"
379,2020-03-07,5,Canarias,11,Canarias,Spain,"Canarias, Spain"
380,2020-03-08,5,Canarias,17,Canarias,Spain,"Canarias, Spain"
381,2020-03-09,5,Canarias,22,Canarias,Spain,"Canarias, Spain"
382,2020-03-10,5,Canarias,25,Canarias,Spain,"Canarias, Spain"
383,2020-03-11,5,Canarias,37,Canarias,Spain,"Canarias, Spain"
384,2020-03-12,5,Canarias,51,Canarias,Spain,"Canarias, Spain"
385,2020-03-13,5,Canarias,70,Canarias,Spain,"Canarias, Spain"
386,2020-03-14,5,Canarias,90,Canarias,Spain,"Canarias, Spain"
387,2020-03-15,5,Canarias,109,Canarias,Spain,"Canarias, Spain"
388,2020-03-16,5,Canarias,119,Canarias,Spain,"Canarias, Spain"
389,2020-03-17,5,Canarias,148,Canarias,Spain,"Canarias, Spain"
390,2020-03-18,5,Canarias,181,Canarias,Spain,"Canarias, Spain"
391,2020-03-19,5,Canarias,220,Canarias,Spain,"Canarias, Spain"
392,2020-03-20,5,Canarias,287,Canarias,Spain,"Canarias, Spain"
393,2020-03-21,5,Canarias,348,Canarias,Spain,"Canarias, Spain"
394,2020-03-22,5,Canarias,414,Canarias,Spain,"Canarias, Spain"
395,2020-03-23,5,Canarias,481,Canarias,Spain,"Canarias, Spain"
396,2020-03-24,5,Canarias,557,Canarias,Spain,"Canarias, Spain"
397,2020-03-25,5,Canarias,657,Canarias,Spain,"Canarias, Spain"
398,2020-03-26,5,Canarias,784,Canarias,Spain,"Canarias, Spain"
399,2020-03-27,5,Canarias,878,Canarias,Spain,"Canarias, Spain"
400,2020-03-28,5,Canarias,1025,Canarias,Spain,"Canarias, Spain"
401,2020-03-29,5,Canarias,1125,Canarias,Spain,"Canarias, Spain"
402,2020-03-30,5,Canarias,1204,Canarias,Spain,"Canarias, Spain"
403,2020-03-31,5,Canarias,1262,Canarias,Spain,"Canarias, Spain"
404,2020-04-01,5,Canarias,1380,Canarias,Spain,"Canarias, Spain"
405,2020-04-02,5,Canarias,1444,Canarias,Spain,"Canarias, Spain"
406,2020-04-03,5,Canarias,1490,Canarias,Spain,"Canarias, Spain"
407,2020-04-04,5,Canarias,1564,Canarias,Spain,"Canarias, Spain"
408,2020-04-05,5,Canarias,1622,Canarias,Spain,"Canarias, Spain"
409,2020-04-06,5,Canarias,1649,Canarias,Spain,"Canarias, Spain"
410,2020-04-07,5,Canarias,1725,Canarias,Spain,"Canarias, Spain"
411,2020-04-08,5,Canarias,1762,Canarias,Spain,"Canarias, Spain"
412,2020-04-09,5,Canarias,1834,Canarias,Spain,"Canarias, Spain"
413,2020-04-10,5,Canarias,1858,Canarias,Spain,"Canarias, Spain"
414,2020-04-11,5,Canarias,1887,Canarias,Spain,"Canarias, Spain"
415,2020-04-12,5,Canarias,1918,Canarias,Spain,"Canarias, Spain"
416,2020-04-13,5,Canarias,1944,Canarias,Spain,"Canarias, Spain"
417,2020-04-14,5,Canarias,1958,Canarias,Spain,"Canarias, Spain"
418,2020-04-15,5,Canarias,1975,Canarias,Spain,"Canarias, Spain"
419,2020-04-16,5,Canarias,1988,Canarias,Spain,"Canarias, Spain"
420,2020-04-17,5,Canarias,2009,Canarias,Spain,"Canarias, Spain"
421,2020-04-18,5,Canarias,2035,Canarias,Spain,"Canarias, Spain"
422,2020-04-19,5,Canarias,2047,Canarias,Spain,"Canarias, Spain"
423,2020-04-20,5,Canarias,2067,Canarias,Spain,"Canarias, Spain"
424,2020-04-21,5,Canarias,2085,Canarias,Spain,"Canarias, Spain"
425,2020-04-22,5,Canarias,2094,Canarias,Spain,"Canarias, Spain"
426,2020-04-23,5,Canarias,2113,Canarias,Spain,"Canarias, Spain"
427,2020-04-24,5,Canarias,2140,Canarias,Spain,"Canarias, Spain"
428,2020-04-25,5,Canarias,2155,Canarias,Spain,"Canarias, Spain"
429,2020-04-26,5,Canarias,2167,Canarias,Spain,"Canarias, Spain"
430,2020-04-27,5,Canarias,2178,Canarias,Spain,"Canarias, Spain"
431,2020-04-28,5,Canarias,2187,Canarias,Spain,"Canarias, Spain"
432,2020-04-29,5,Canarias,2202,Canarias,Spain,"Canarias, Spain"
433,2020-04-30,5,Canarias,2205,Canarias,Spain,"Canarias, Spain"
434,2020-05-01,5,Canarias,2206,Canarias,Spain,"Canarias, Spain"
435,2020-05-02,5,Canarias,2212,Canarias,Spain,"Canarias, Spain"
436,2020-05-03,5,Canarias,2221,Canarias,Spain,"Canarias, Spain"
437,2020-05-04,5,Canarias,2225,Canarias,Spain,"Canarias, Spain"
438,2020-05-05,5,Canarias,2231,Canarias,Spain,"Canarias, Spain"
439,2020-05-06,5,Canarias,2231,Canarias,Spain,"Canarias, Spain"
440,2020-05-07,5,Canarias,2235,Canarias,Spain,"Canarias, Spain"
441,2020-05-08,5,Canarias,2240,Canarias,Spain,"Canarias, Spain"
442,2020-05-09,5,Canarias,2250,Canarias,Spain,"Canarias, Spain"
443,2020-05-10,5,Canarias,2258,Canarias,Spain,"Canarias, Spain"
444,2020-05-11,5,Canarias,2260,Canarias,Spain,"Canarias, Spain"
445,2020-05-12,5,Canarias,2268,Canarias,Spain,"Canarias, Spain"
446,2020-05-13,5,Canarias,2271,Canarias,Spain,"Canarias, Spain"
447,2020-05-14,5,Canarias,2275,Canarias,Spain,"Canarias, Spain"
448,2020-05-15,5,Canarias,2280,Canarias,Spain,"Canarias, Spain"
449,2020-05-16,5,Canarias,2284,Canarias,Spain,"Canarias, Spain"
450,2020-05-17,5,Canarias,2289,Canarias,Spain,"Canarias, Spain"
451,2020-05-18,5,Canarias,2294,Canarias,Spain,"Canarias, Spain"
452,2020-05-19,5,Canarias,2294,Canarias,Spain,"Canarias, Spain"
453,2020-05-20,5,Canarias,2300,Canarias,Spain,"Canarias, Spain"
454,2020-05-21,5,Canarias,2307,Canarias,Spain,"Canarias, Spain"
455,2020-02-21,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
456,2020-02-22,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
457,2020-02-23,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
458,2020-02-24,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
459,2020-02-25,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
460,2020-02-26,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
461,2020-02-27,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
462,2020-02-28,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
463,2020-02-29,6,Cantabria,0,Cantabria,Spain,"Cantabria, Spain"
464,2020-03-01,6,Cantabria,1,Cantabria,Spain,"Cantabria, Spain"
465,2020-03-02,6,Cantabria,10,Cantabria,Spain,"Cantabria, Spain"
466,2020-03-03,6,Cantabria,10,Cantabria,Spain,"Cantabria, Spain"
467,2020-03-04,6,Cantabria,10,Cantabria,Spain,"Cantabria, Spain"
468,2020-03-05,6,Cantabria,10,Cantabria,Spain,"Cantabria, Spain"
469,2020-03-06,6,Cantabria,10,Cantabria,Spain,"Cantabria, Spain"
470,2020-03-07,6,Cantabria,10,Cantabria,Spain,"Cantabria, Spain"
471,2020-03-08,6,Cantabria,12,Cantabria,Spain,"Cantabria, Spain"
472,2020-03-09,6,Cantabria,12,Cantabria,Spain,"Cantabria, Spain"
473,2020-03-10,6,Cantabria,12,Cantabria,Spain,"Cantabria, Spain"
474,2020-03-11,6,Cantabria,12,Cantabria,Spain,"Cantabria, Spain"
475,2020-03-12,6,Cantabria,16,Cantabria,Spain,"Cantabria, Spain"
476,2020-03-13,6,Cantabria,29,Cantabria,Spain,"Cantabria, Spain"
477,2020-03-14,6,Cantabria,31,Cantabria,Spain,"Cantabria, Spain"
478,2020-03-15,6,Cantabria,51,Cantabria,Spain,"Cantabria, Spain"
479,2020-03-16,6,Cantabria,58,Cantabria,Spain,"Cantabria, Spain"
480,2020-03-17,6,Cantabria,58,Cantabria,Spain,"Cantabria, Spain"
481,2020-03-18,6,Cantabria,68,Cantabria,Spain,"Cantabria, Spain"
482,2020-03-19,6,Cantabria,83,Cantabria,Spain,"Cantabria, Spain"
483,2020-03-20,6,Cantabria,144,Cantabria,Spain,"Cantabria, Spain"
484,2020-03-21,6,Cantabria,215,Cantabria,Spain,"Cantabria, Spain"
485,2020-03-22,6,Cantabria,282,Cantabria,Spain,"Cantabria, Spain"
486,2020-03-23,6,Cantabria,347,Cantabria,Spain,"Cantabria, Spain"
487,2020-03-24,6,Cantabria,425,Cantabria,Spain,"Cantabria, Spain"
488,2020-03-25,6,Cantabria,510,Cantabria,Spain,"Cantabria, Spain"
489,2020-03-26,6,Cantabria,671,Cantabria,Spain,"Cantabria, Spain"
490,2020-03-27,6,Cantabria,810,Cantabria,Spain,"Cantabria, Spain"
491,2020-03-28,6,Cantabria,937,Cantabria,Spain,"Cantabria, Spain"
492,2020-03-29,6,Cantabria,1023,Cantabria,Spain,"Cantabria, Spain"
493,2020-03-30,6,Cantabria,1100,Cantabria,Spain,"Cantabria, Spain"
494,2020-03-31,6,Cantabria,1171,Cantabria,Spain,"Cantabria, Spain"
495,2020-04-01,6,Cantabria,1213,Cantabria,Spain,"Cantabria, Spain"
496,2020-04-02,6,Cantabria,1268,Cantabria,Spain,"Cantabria, Spain"
497,2020-04-03,6,Cantabria,1321,Cantabria,Spain,"Cantabria, Spain"
498,2020-04-04,6,Cantabria,1384,Cantabria,Spain,"Cantabria, Spain"
499,2020-04-05,6,Cantabria,1441,Cantabria,Spain,"Cantabria, Spain"
500,2020-04-06,6,Cantabria,1483,Cantabria,Spain,"Cantabria, Spain"
501,2020-04-07,6,Cantabria,1501,Cantabria,Spain,"Cantabria, Spain"
502,2020-04-08,6,Cantabria,1572,Cantabria,Spain,"Cantabria, Spain"
503,2020-04-09,6,Cantabria,1619,Cantabria,Spain,"Cantabria, Spain"
504,2020-04-10,6,Cantabria,1659,Cantabria,Spain,"Cantabria, Spain"
505,2020-04-11,6,Cantabria,1719,Cantabria,Spain,"Cantabria, Spain"
506,2020-04-12,6,Cantabria,1752,Cantabria,Spain,"Cantabria, Spain"
507,2020-04-13,6,Cantabria,1777,Cantabria,Spain,"Cantabria, Spain"
508,2020-04-14,6,Cantabria,1796,Cantabria,Spain,"Cantabria, Spain"
509,2020-04-15,6,Cantabria,1823,Cantabria,Spain,"Cantabria, Spain"
510,2020-04-16,6,Cantabria,1845,Cantabria,Spain,"Cantabria, Spain"
511,2020-04-17,6,Cantabria,1884,Cantabria,Spain,"Cantabria, Spain"
512,2020-04-18,6,Cantabria,1990,Cantabria,Spain,"Cantabria, Spain"
513,2020-04-19,6,Cantabria,2050,Cantabria,Spain,"Cantabria, Spain"
514,2020-04-20,6,Cantabria,2083,Cantabria,Spain,"Cantabria, Spain"
515,2020-04-21,6,Cantabria,2108,Cantabria,Spain,"Cantabria, Spain"
516,2020-04-22,6,Cantabria,2160,Cantabria,Spain,"Cantabria, Spain"
517,2020-04-23,6,Cantabria,2206,Cantabria,Spain,"Cantabria, Spain"
518,2020-04-24,6,Cantabria,2273,Cantabria,Spain,"Cantabria, Spain"
519,2020-04-25,6,Cantabria,2315,Cantabria,Spain,"Cantabria, Spain"
520,2020-04-26,6,Cantabria,2330,Cantabria,Spain,"Cantabria, Spain"
521,2020-04-27,6,Cantabria,2350,Cantabria,Spain,"Cantabria, Spain"
522,2020-04-28,6,Cantabria,2386,Cantabria,Spain,"Cantabria, Spain"
523,2020-04-29,6,Cantabria,2439,Cantabria,Spain,"Cantabria, Spain"
524,2020-04-30,6,Cantabria,2505,Cantabria,Spain,"Cantabria, Spain"
525,2020-05-01,6,Cantabria,2547,Cantabria,Spain,"Cantabria, Spain"
526,2020-05-02,6,Cantabria,2577,Cantabria,Spain,"Cantabria, Spain"
527,2020-05-03,6,Cantabria,2589,Cantabria,Spain,"Cantabria, Spain"
528,2020-05-04,6,Cantabria,2596,Cantabria,Spain,"Cantabria, Spain"
529,2020-05-05,6,Cantabria,2607,Cantabria,Spain,"Cantabria, Spain"
530,2020-05-06,6,Cantabria,2626,Cantabria,Spain,"Cantabria, Spain"
531,2020-05-07,6,Cantabria,2642,Cantabria,Spain,"Cantabria, Spain"
532,2020-05-08,6,Cantabria,2665,Cantabria,Spain,"Cantabria, Spain"
533,2020-05-09,6,Cantabria,2681,Cantabria,Spain,"Cantabria, Spain"
534,2020-05-10,6,Cantabria,2684,Cantabria,Spain,"Cantabria, Spain"
535,2020-05-11,6,Cantabria,2685,Cantabria,Spain,"Cantabria, Spain"
536,2020-05-12,6,Cantabria,2691,Cantabria,Spain,"Cantabria, Spain"
537,2020-05-13,6,Cantabria,2733,Cantabria,Spain,"Cantabria, Spain"
538,2020-05-14,6,Cantabria,2739,Cantabria,Spain,"Cantabria, Spain"
539,2020-05-15,6,Cantabria,2761,Cantabria,Spain,"Cantabria, Spain"
540,2020-05-16,6,Cantabria,2770,Cantabria,Spain,"Cantabria, Spain"
541,2020-05-17,6,Cantabria,2773,Cantabria,Spain,"Cantabria, Spain"
542,2020-05-18,6,Cantabria,2774,Cantabria,Spain,"Cantabria, Spain"
543,2020-05-19,6,Cantabria,2782,Cantabria,Spain,"Cantabria, Spain"
544,2020-05-20,6,Cantabria,2787,Cantabria,Spain,"Cantabria, Spain"
545,2020-05-21,6,Cantabria,2798,Cantabria,Spain,"Cantabria, Spain"
546,2020-02-21,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
547,2020-02-22,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
548,2020-02-23,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
549,2020-02-24,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
550,2020-02-25,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
551,2020-02-26,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
552,2020-02-27,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
553,2020-02-28,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
554,2020-02-29,8,Castilla La Mancha,0,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
555,2020-03-01,8,Castilla La Mancha,1,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
556,2020-03-02,8,Castilla La Mancha,3,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
557,2020-03-03,8,Castilla La Mancha,7,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
558,2020-03-04,8,Castilla La Mancha,12,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
559,2020-03-05,8,Castilla La Mancha,13,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
560,2020-03-06,8,Castilla La Mancha,15,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
561,2020-03-07,8,Castilla La Mancha,15,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
562,2020-03-08,8,Castilla La Mancha,15,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
563,2020-03-09,8,Castilla La Mancha,26,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
564,2020-03-10,8,Castilla La Mancha,39,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
565,2020-03-11,8,Castilla La Mancha,71,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
566,2020-03-12,8,Castilla La Mancha,115,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
567,2020-03-13,8,Castilla La Mancha,194,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
568,2020-03-14,8,Castilla La Mancha,289,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
569,2020-03-15,8,Castilla La Mancha,401,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
570,2020-03-16,8,Castilla La Mancha,567,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
571,2020-03-17,8,Castilla La Mancha,567,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
572,2020-03-18,8,Castilla La Mancha,675,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
573,2020-03-19,8,Castilla La Mancha,801,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
574,2020-03-20,8,Castilla La Mancha,1044,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
575,2020-03-21,8,Castilla La Mancha,1423,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
576,2020-03-22,8,Castilla La Mancha,1819,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
577,2020-03-23,8,Castilla La Mancha,2078,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
578,2020-03-24,8,Castilla La Mancha,2465,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
579,2020-03-25,8,Castilla La Mancha,2780,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
580,2020-03-26,8,Castilla La Mancha,3383,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
581,2020-03-27,8,Castilla La Mancha,3934,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
582,2020-03-28,8,Castilla La Mancha,4512,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
583,2020-03-29,8,Castilla La Mancha,5246,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
584,2020-03-30,8,Castilla La Mancha,5858,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
585,2020-03-31,8,Castilla La Mancha,6424,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
586,2020-04-01,8,Castilla La Mancha,7047,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
587,2020-04-02,8,Castilla La Mancha,7682,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
588,2020-04-03,8,Castilla La Mancha,8523,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
589,2020-04-04,8,Castilla La Mancha,9324,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
590,2020-04-05,8,Castilla La Mancha,10031,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
591,2020-04-06,8,Castilla La Mancha,10602,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
592,2020-04-07,8,Castilla La Mancha,11077,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
593,2020-04-08,8,Castilla La Mancha,11788,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
594,2020-04-09,8,Castilla La Mancha,12489,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
595,2020-04-10,8,Castilla La Mancha,13063,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
596,2020-04-11,8,Castilla La Mancha,13456,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
597,2020-04-12,8,Castilla La Mancha,13698,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
598,2020-04-13,8,Castilla La Mancha,14054,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
599,2020-04-14,8,Castilla La Mancha,14329,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
600,2020-04-15,8,Castilla La Mancha,14680,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
601,2020-04-16,8,Castilla La Mancha,15151,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
602,2020-04-17,8,Castilla La Mancha,15997,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
603,2020-04-18,8,Castilla La Mancha,16349,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
604,2020-04-19,8,Castilla La Mancha,16625,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
605,2020-04-20,8,Castilla La Mancha,16796,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
606,2020-04-21,8,Castilla La Mancha,17045,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
607,2020-04-22,8,Castilla La Mancha,17321,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
608,2020-04-23,8,Castilla La Mancha,17557,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
609,2020-04-24,8,Castilla La Mancha,18053,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
610,2020-04-25,8,Castilla La Mancha,18525,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
611,2020-04-26,8,Castilla La Mancha,18995,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
612,2020-04-27,8,Castilla La Mancha,19286,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
613,2020-04-28,8,Castilla La Mancha,19518,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
614,2020-04-29,8,Castilla La Mancha,19795,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
615,2020-04-30,8,Castilla La Mancha,20071,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
616,2020-05-01,8,Castilla La Mancha,20516,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
617,2020-05-02,8,Castilla La Mancha,21023,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
618,2020-05-03,8,Castilla La Mancha,21290,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
619,2020-05-04,8,Castilla La Mancha,21511,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
620,2020-05-05,8,Castilla La Mancha,21656,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
621,2020-05-06,8,Castilla La Mancha,22166,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
622,2020-05-07,8,Castilla La Mancha,22567,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
623,2020-05-08,8,Castilla La Mancha,22908,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
624,2020-05-09,8,Castilla La Mancha,23293,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
625,2020-05-10,8,Castilla La Mancha,23662,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
626,2020-05-11,8,Castilla La Mancha,23869,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
627,2020-05-12,8,Castilla La Mancha,24051,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
628,2020-05-13,8,Castilla La Mancha,24185,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
629,2020-05-14,8,Castilla La Mancha,24331,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
630,2020-05-15,8,Castilla La Mancha,24527,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
631,2020-05-16,8,Castilla La Mancha,24776,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
632,2020-05-17,8,Castilla La Mancha,24908,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
633,2020-05-18,8,Castilla La Mancha,25014,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
634,2020-05-19,8,Castilla La Mancha,25074,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
635,2020-05-20,8,Castilla La Mancha,25285,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
636,2020-05-21,8,Castilla La Mancha,25423,Castilla La Mancha,Spain,"Castilla La Mancha, Spain"
637,2020-02-21,7,Castilla y León,0,Castilla y Leon,Spain,"Castilla y Leon, Spain"
638,2020-02-22,7,Castilla y León,0,Castilla y Leon,Spain,"Castilla y Leon, Spain"
639,2020-02-23,7,Castilla y León,0,Castilla y Leon,Spain,"Castilla y Leon, Spain"
640,2020-02-24,7,Castilla y León,0,Castilla y Leon,Spain,"Castilla y Leon, Spain"
641,2020-02-25,7,Castilla y León,0,Castilla y Leon,Spain,"Castilla y Leon, Spain"
642,2020-02-26,7,Castilla y León,0,Castilla y Leon,Spain,"Castilla y Leon, Spain"
643,2020-02-27,7,Castilla y León,0,Castilla y Leon,Spain,"Castilla y Leon, Spain"
644,2020-02-28,7,Castilla y León,2,Castilla y Leon,Spain,"Castilla y Leon, Spain"
645,2020-02-29,7,Castilla y León,2,Castilla y Leon,Spain,"Castilla y Leon, Spain"
646,2020-03-01,7,Castilla y León,3,Castilla y Leon,Spain,"Castilla y Leon, Spain"
647,2020-03-02,7,Castilla y León,3,Castilla y Leon,Spain,"Castilla y Leon, Spain"
648,2020-03-03,7,Castilla y León,8,Castilla y Leon,Spain,"Castilla y Leon, Spain"
649,2020-03-04,7,Castilla y León,11,Castilla y Leon,Spain,"Castilla y Leon, Spain"
650,2020-03-05,7,Castilla y León,11,Castilla y Leon,Spain,"Castilla y Leon, Spain"
651,2020-03-06,7,Castilla y León,14,Castilla y Leon,Spain,"Castilla y Leon, Spain"
652,2020-03-07,7,Castilla y León,14,Castilla y Leon,Spain,"Castilla y Leon, Spain"
653,2020-03-08,7,Castilla y León,22,Castilla y Leon,Spain,"Castilla y Leon, Spain"
654,2020-03-09,7,Castilla y León,23,Castilla y Leon,Spain,"Castilla y Leon, Spain"
655,2020-03-10,7,Castilla y León,56,Castilla y Leon,Spain,"Castilla y Leon, Spain"
656,2020-03-11,7,Castilla y León,71,Castilla y Leon,Spain,"Castilla y Leon, Spain"
657,2020-03-12,7,Castilla y León,92,Castilla y Leon,Spain,"Castilla y Leon, Spain"
658,2020-03-13,7,Castilla y León,169,Castilla y Leon,Spain,"Castilla y Leon, Spain"
659,2020-03-14,7,Castilla y León,223,Castilla y Leon,Spain,"Castilla y Leon, Spain"
660,2020-03-15,7,Castilla y León,292,Castilla y Leon,Spain,"Castilla y Leon, Spain"
661,2020-03-16,7,Castilla y León,334,Castilla y Leon,Spain,"Castilla y Leon, Spain"
662,2020-03-17,7,Castilla y León,431,Castilla y Leon,Spain,"Castilla y Leon, Spain"
663,2020-03-18,7,Castilla y León,668,Castilla y Leon,Spain,"Castilla y Leon, Spain"
664,2020-03-19,7,Castilla y León,868,Castilla y Leon,Spain,"Castilla y Leon, Spain"
665,2020-03-20,7,Castilla y León,1147,Castilla y Leon,Spain,"Castilla y Leon, Spain"
