,fecha,cod_ine,CCAA,total_casos,Province,Country,Full Location
1617,2020-05-01,16,País Vasco,15969,País Vasco,Spain,"País Vasco, Spain"
1618,2020-05-02,16,País Vasco,16131,País Vasco,Spain,"País Vasco, Spain"
1619,2020-05-03,16,País Vasco,16203,País Vasco,Spain,"País Vasco, Spain"
1620,2020-05-04,16,País Vasco,16250,País Vasco,Spain,"País Vasco, Spain"
1621,2020-05-05,16,País Vasco,16448,País Vasco,Spain,"País Vasco, Spain"
1622,2020-05-06,16,País Vasco,16692,País Vasco,Spain,"País Vasco, Spain"
1623,2020-05-07,16,País Vasco,16972,País Vasco,Spain,"País Vasco, Spain"
1624,2020-05-08,16,País Vasco,17289,País Vasco,Spain,"País Vasco, Spain"
1625,2020-05-09,16,País Vasco,17603,País Vasco,Spain,"País Vasco, Spain"
1626,2020-05-10,16,País Vasco,17714,País Vasco,Spain,"País Vasco, Spain"
1627,2020-05-11,16,País Vasco,17745,País Vasco,Spain,"País Vasco, Spain"
1628,2020-05-12,16,País Vasco,17895,País Vasco,Spain,"País Vasco, Spain"
1629,2020-05-13,16,País Vasco,18141,País Vasco,Spain,"País Vasco, Spain"
1630,2020-05-14,16,País Vasco,18184,País Vasco,Spain,"País Vasco, Spain"
1631,2020-05-15,16,País Vasco,18213,País Vasco,Spain,"País Vasco, Spain"
1632,2020-05-16,16,País Vasco,18564,País Vasco,Spain,"País Vasco, Spain"
1633,2020-05-17,16,País Vasco,18690,País Vasco,Spain,"País Vasco, Spain"
1634,2020-05-18,16,País Vasco,18729,País Vasco,Spain,"País Vasco, Spain"
1635,2020-05-19,16,País Vasco,18744,País Vasco,Spain,"País Vasco, Spain"
1636,2020-05-20,16,País Vasco,18770,País Vasco,Spain,"País Vasco, Spain"
1637,2020-05-21,16,País Vasco,18779,País Vasco,Spain,"País Vasco, Spain"
1638,2020-02-21,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1639,2020-02-22,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1640,2020-02-23,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1641,2020-02-24,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1642,2020-02-25,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1643,2020-02-26,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1644,2020-02-27,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1645,2020-02-28,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1646,2020-02-29,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1647,2020-03-01,17,La Rioja,0,La Rioja,Spain,"La Rioja, Spain"
1648,2020-03-02,17,La Rioja,1,La Rioja,Spain,"La Rioja, Spain"
1649,2020-03-03,17,La Rioja,2,La Rioja,Spain,"La Rioja, Spain"
1650,2020-03-04,17,La Rioja,7,La Rioja,Spain,"La Rioja, Spain"
1651,2020-03-05,17,La Rioja,17,La Rioja,Spain,"La Rioja, Spain"
1652,2020-03-06,17,La Rioja,29,La Rioja,Spain,"La Rioja, Spain"
1653,2020-03-07,17,La Rioja,47,La Rioja,Spain,"La Rioja, Spain"
1654,2020-03-08,17,La Rioja,70,La Rioja,Spain,"La Rioja, Spain"
1655,2020-03-09,17,La Rioja,102,La Rioja,Spain,"La Rioja, Spain"
1656,2020-03-10,17,La Rioja,155,La Rioja,Spain,"La Rioja, Spain"
1657,2020-03-11,17,La Rioja,185,La Rioja,Spain,"La Rioja, Spain"
1658,2020-03-12,17,La Rioja,220,La Rioja,Spain,"La Rioja, Spain"
1659,2020-03-13,17,La Rioja,259,La Rioja,Spain,"La Rioja, Spain"
1660,2020-03-14,17,La Rioja,292,La Rioja,Spain,"La Rioja, Spain"
1661,2020-03-15,17,La Rioja,300,La Rioja,Spain,"La Rioja, Spain"
1662,2020-03-16,17,La Rioja,312,La Rioja,Spain,"La Rioja, Spain"
1663,2020-03-17,17,La Rioja,355,La Rioja,Spain,"La Rioja, Spain"
1664,2020-03-18,17,La Rioja,419,La Rioja,Spain,"La Rioja, Spain"
1665,2020-03-19,17,La Rioja,468,La Rioja,Spain,"La Rioja, Spain"
1666,2020-03-20,17,La Rioja,497,La Rioja,Spain,"La Rioja, Spain"
1667,2020-03-21,17,La Rioja,564,La Rioja,Spain,"La Rioja, Spain"
1668,2020-03-22,17,La Rioja,654,La Rioja,Spain,"La Rioja, Spain"
1669,2020-03-23,17,La Rioja,747,La Rioja,Spain,"La Rioja, Spain"
1670,2020-03-24,17,La Rioja,802,La Rioja,Spain,"La Rioja, Spain"
1671,2020-03-25,17,La Rioja,928,La Rioja,Spain,"La Rioja, Spain"
1672,2020-03-26,17,La Rioja,995,La Rioja,Spain,"La Rioja, Spain"
1673,2020-03-27,17,La Rioja,1236,La Rioja,Spain,"La Rioja, Spain"
1674,2020-03-28,17,La Rioja,1436,La Rioja,Spain,"La Rioja, Spain"
1675,2020-03-29,17,La Rioja,1629,La Rioja,Spain,"La Rioja, Spain"
1676,2020-03-30,17,La Rioja,1733,La Rioja,Spain,"La Rioja, Spain"
1677,2020-03-31,17,La Rioja,1810,La Rioja,Spain,"La Rioja, Spain"
1678,2020-04-01,17,La Rioja,1960,La Rioja,Spain,"La Rioja, Spain"
1679,2020-04-02,17,La Rioja,2083,La Rioja,Spain,"La Rioja, Spain"
1680,2020-04-03,17,La Rioja,2224,La Rioja,Spain,"La Rioja, Spain"
1681,2020-04-04,17,La Rioja,2405,La Rioja,Spain,"La Rioja, Spain"
1682,2020-04-05,17,La Rioja,2592,La Rioja,Spain,"La Rioja, Spain"
1683,2020-04-06,17,La Rioja,2719,La Rioja,Spain,"La Rioja, Spain"
1684,2020-04-07,17,La Rioja,2846,La Rioja,Spain,"La Rioja, Spain"
1685,2020-04-08,17,La Rioja,2951,La Rioja,Spain,"La Rioja, Spain"
1686,2020-04-09,17,La Rioja,3026,La Rioja,Spain,"La Rioja, Spain"
1687,2020-04-10,17,La Rioja,3076,La Rioja,Spain,"La Rioja, Spain"
1688,2020-04-11,17,La Rioja,3496,La Rioja,Spain,"La Rioja, Spain"
1689,2020-04-12,17,La Rioja,3596,La Rioja,Spain,"La Rioja, Spain"
1690,2020-04-13,17,La Rioja,3675,La Rioja,Spain,"La Rioja, Spain"
1691,2020-04-14,17,La Rioja,3749,La Rioja,Spain,"La Rioja, Spain"
1692,2020-04-15,17,La Rioja,3831,La Rioja,Spain,"La Rioja, Spain"
1693,2020-04-16,17,La Rioja,3916,La Rioja,Spain,"La Rioja, Spain"
1694,2020-04-17,17,La Rioja,4098,La Rioja,Spain,"La Rioja, Spain"
1695,2020-04-18,17,La Rioja,4250,La Rioja,Spain,"La Rioja, Spain"
1696,2020-04-19,17,La Rioja,4330,La Rioja,Spain,"La Rioja, Spain"
1697,2020-04-20,17,La Rioja,4371,La Rioja,Spain,"La Rioja, Spain"
1698,2020-04-21,17,La Rioja,4483,La Rioja,Spain,"La Rioja, Spain"
1699,2020-04-22,17,La Rioja,4586,La Rioja,Spain,"La Rioja, Spain"
1700,2020-04-23,17,La Rioja,4727,La Rioja,Spain,"La Rioja, Spain"
1701,2020-04-24,17,La Rioja,4865,La Rioja,Spain,"La Rioja, Spain"
1702,2020-04-25,17,La Rioja,4946,La Rioja,Spain,"La Rioja, Spain"
1703,2020-04-26,17,La Rioja,4998,La Rioja,Spain,"La Rioja, Spain"
1704,2020-04-27,17,La Rioja,5041,La Rioja,Spain,"La Rioja, Spain"
1705,2020-04-28,17,La Rioja,5097,La Rioja,Spain,"La Rioja, Spain"
1706,2020-04-29,17,La Rioja,5173,La Rioja,Spain,"La Rioja, Spain"
1707,2020-04-30,17,La Rioja,5206,La Rioja,Spain,"La Rioja, Spain"
1708,2020-05-01,17,La Rioja,5226,La Rioja,Spain,"La Rioja, Spain"
1709,2020-05-02,17,La Rioja,5239,La Rioja,Spain,"La Rioja, Spain"
1710,2020-05-03,17,La Rioja,5247,La Rioja,Spain,"La Rioja, Spain"
1711,2020-05-04,17,La Rioja,5258,La Rioja,Spain,"La Rioja, Spain"
1712,2020-05-05,17,La Rioja,5270,La Rioja,Spain,"La Rioja, Spain"
1713,2020-05-06,17,La Rioja,5322,La Rioja,Spain,"La Rioja, Spain"
1714,2020-05-07,17,La Rioja,5330,La Rioja,Spain,"La Rioja, Spain"
1715,2020-05-08,17,La Rioja,5355,La Rioja,Spain,"La Rioja, Spain"
1716,2020-05-09,17,La Rioja,5365,La Rioja,Spain,"La Rioja, Spain"
1717,2020-05-10,17,La Rioja,5378,La Rioja,Spain,"La Rioja, Spain"
1718,2020-05-11,17,La Rioja,5382,La Rioja,Spain,"La Rioja, Spain"
1719,2020-05-12,17,La Rioja,5392,La Rioja,Spain,"La Rioja, Spain"
1720,2020-05-13,17,La Rioja,5397,La Rioja,Spain,"La Rioja, Spain"
1721,2020-05-14,17,La Rioja,5405,La Rioja,Spain,"La Rioja, Spain"
1722,2020-05-15,17,La Rioja,5409,La Rioja,Spain,"La Rioja, Spain"
1723,2020-05-16,17,La Rioja,5413,La Rioja,Spain,"La Rioja, Spain"
1724,2020-05-17,17,La Rioja,5417,La Rioja,Spain,"La Rioja, Spain"
1725,2020-05-18,17,La Rioja,5417,La Rioja,Spain,"La Rioja, Spain"
1726,2020-05-19,17,La Rioja,5422,La Rioja,Spain,"La Rioja, Spain"
1727,2020-05-20,17,La Rioja,5428,La Rioja,Spain,"La Rioja, Spain"
1728,2020-05-21,17,La Rioja,5428,La Rioja,Spain,"La Rioja, Spain"
